generated_utc,scope,scope_value,family_id,portfolio,regime,status,fitness_score,closed_trades,expectancy_r,profit_factor,win_rate,max_drawdown_r,liquidations,positive_folds,total_folds,first_entry_utc,last_entry_utc
2026-08-28T07:14:24+00:00,PORTFOLIO,SHADOW_RSI_SHORT_5X_RSI80,shadow-rsi-short-5x-rsi80,SHADOW_RSI_SHORT_5X_RSI80,BULL_TREND,OBSERVING,11.16,12,-0.4716834242845867,0.1967901758668674,0.25,5.757445772416397,0,0,4,2026-07-26T04:23:37+00:00,2026-08-27T09:07:01+00:00
2026-08-28T07:14:24+00:00,PORTFOLIO,SHADOW_SCANNER_TOP5_BTC_GUARD_BTC_LE3_V1,shadow-scanner-top5-btc-guard-btc-le3-v1,SHADOW_SCANNER_TOP5_BTC_GUARD_BTC_LE3_V1,BULL_TREND,OBSERVING,10.38,21,-0.41330882801464236,0.4234525133976688,0.2857142857142857,8.67948538830749,0,0,4,2026-07-26T06:08:38+00:00,2026-08-27T10:06:33+00:00
2026-08-28T07:14:24+00:00,PORTFOLIO,SHADOW_COMBO_ADAPTIVE_RUNNER25_V1,shadow-combo-adaptive-runner25-v1,SHADOW_COMBO_ADAPTIVE_RUNNER25_V1,BULL_TREND,OBSERVING,10.2,14,-0.5559466436789412,0.31636156958030176,0.21428571428571427,8.601866061252242,0,1,4,2026-07-20T22:08:31+00:00,2026-08-18T01:06:00+00:00
2026-08-28T07:14:24+00:00,PORTFOLIO,EVO_CAND_SHADOW_1H_FAST_V3_LONG_ONLY_V1_TP_R250_bfc04ed6,momentum_breakout_v3_filtered,EVO_CAND_SHADOW_1H_FAST_V3_LONG_ONLY_V1_TP_R250_bfc04ed6,BULL_TREND,INSUFFICIENT,10.08,6,-0.8132216747023867,0.0,0.0,4.879330048214321,0,0,4,2026-07-27T07:23:40+00:00,2026-07-27T09:38:39+00:00
2026-08-28T07:14:24+00:00,PORTFOLIO,EVO_CAND_SHADOW_1H_FAST_V3_NOHIGH_V1_TP_R250_c467005a,momentum_breakout_v3_filtered,EVO_CAND_SHADOW_1H_FAST_V3_NOHIGH_V1_TP_R250_c467005a,BULL_TREND,INSUFFICIENT,10.08,6,-0.8132216747023867,0.0,0.0,4.879330048214321,0,0,4,2026-07-27T07:23:40+00:00,2026-07-27T09:38:39+00:00
2026-08-28T07:14:24+00:00,PORTFOLIO,SHADOW_SCANNER_TOP5_BTC_BTC_LE3_V1,shadow-scanner-top5-btc-btc-le3-v1,SHADOW_SCANNER_TOP5_BTC_BTC_LE3_V1,BULL_TREND,OBSERVING,10.0,25,-0.5284762040284496,0.2764199041811205,0.24,14.117099037004028,0,0,4,2026-07-26T03:07:02+00:00,2026-08-27T10:06:33+00:00
2026-08-28T07:14:24+00:00,PORTFOLIO,SHADOW_COMBO_ADAPTIVE_TP3_V1,shadow-combo-adaptive-tp3-v1,SHADOW_COMBO_ADAPTIVE_TP3_V1,BULL_TREND,INSUFFICIENT,9.16,9,-0.6082070700435797,0.20580685099411591,0.2222222222222222,6.292476680139282,0,0,4,2026-07-20T22:08:31+00:00,2026-08-18T01:06:00+00:00
2026-08-28T07:14:24+00:00,PORTFOLIO,SHADOW_MASTER_ADAPTIVE_NO_ALT_V1,shadow-master-adaptive-no-alt-v1,SHADOW_MASTER_ADAPTIVE_NO_ALT_V1,BULL_TREND,OBSERVING,8.75,14,-0.5642519356548421,0.33435488627884874,0.14285714285714285,7.89952709916779,0,0,4,2026-07-21T06:23:33+00:00,2026-08-28T00:05:46+00:00
2026-08-28T07:14:24+00:00,PORTFOLIO,SHADOW_RELATIVE_STRENGTH,shadow-relative-strength,SHADOW_RELATIVE_STRENGTH,BULL_TREND,OBSERVING,7.2,18,-0.6750299723332216,0.008226595755747922,0.05555555555555555,12.150539501997988,0,0,4,2026-07-14T16:00:54+00:00,2026-08-18T01:06:00+00:00
2026-08-28T07:14:24+00:00,PORTFOLIO,SHADOW_MASTER_ADAPTIVE_STRICT3_V1,shadow-master-adaptive-strict3-v1,SHADOW_MASTER_ADAPTIVE_STRICT3_V1,BULL_TREND,OBSERVING,5.2,13,-1.0963432963877755,0.0,0.0,14.25246285304108,0,0,4,2026-07-21T06:23:33+00:00,2026-08-28T00:05:46+00:00
