generated_utc,sample_start,sample_end,observations,beta,intercept,r2_loglog,current_price,central_price,p10_price,p90_price,residual_percentile,deviation_from_central_pct,zone,beta_stability,beta_range,global_weight
2026-09-09T05:33:01.197533+00:00,2014-09-17,2026-09-09,4375,5.8036580716980595,-39.058176701326424,0.9193024998853451,78978.3515625,124965.99425150812,77598.01517554105,315223.5818918836,11.68,-36.80012547769821,BASSA NEL CORRIDOIO,BASSA,1.316558368735973,0
