generated_utc,asset,pair,pair_price,source,synthetic,raw_score,candidate_score,global_score,activation_state,bias,confidence,ret_7d_pct,ret_30d_pct,ret_90d_pct,ret_180d_pct,daily_rsi14,daily_macd_hist,daily_ma20,daily_ma50,daily_ma200,daily_ma50_slope_20d_pct,daily_ma200_slope_60d_pct,weekly_ma10,weekly_ma30,weekly_ma40,weekly_ma30_slope_8w_pct,weekly_rsi14,weekly_macd_hist,structure,support,resistance,breakout_60d,breakdown_60d,pattern,pattern_state,pattern_neckline,pattern_target,fib_state,fib_nearest_ratio,fib_nearest_level,usd_technical_score,usd_technical_direction,usd_technical_verdict,matrix_interpretation,reasons
2026-09-12T05:32:51.592977+00:00,SOL,SOL/BTC,0.0013146999990567565,Yahoo Finance SOL-BTC,False,3,0,0,DIAGNOSTICO / PESO 0,RELATIVA MISTA / NON CONFERMATA,BASSA,2.710940021005692,10.386231048543326,22.984098254968078,3.764799883713321,58.71045032442028,-3.837197772883469e-06,0.0012984349858015775,0.0012233139923773706,0.0011837884981650859,2.8980701726486924,-3.8145094553359904,0.0012255699839442968,0.0011885899972791474,0.0012404174980474637,-3.253927789209332,57.44029256471503,3.1152116440490356e-05,COMPRESSIONE / TRIANGOLO POSSIBILE,0.0012750000460073352,0.0013389999512583017,0.0013689999468624592,0.0011269999668002129,DOPPIO MINIMO,TARGET RAGGIUNTO,0.0012019999558106065,0.0012534999405033886,NON ATTIVO,23.6,0.0012840399593114853,0,MISTA,NEUTRALE_MISTO,QUADRO MISTO / NESSUNA CONFERMA RELATIVA,prezzo sopra MA50 daily; prezzo sopra MA200 daily; MA50 daily in salita; prezzo sopra MA30 weekly; MA30 weekly in discesa; RSI relativo forte; MACD relativo negativo
2026-09-12T05:32:52.422718+00:00,DOGE,DOGE/BTC,1.092426778679769e-06,Rapporto sintetico DOGE-USD / BTC-USD,True,-5,-1,0,DIAGNOSTICO / PESO 0,SOTTOPERFORMA BTC,MEDIA,2.6183919316369986,-0.4734491998445778,-19.910346351065954,-18.3546688934065,47.63580066780146,1.3069940984110922e-09,1.101333716529628e-06,1.102291442355605e-06,1.2574258959824335e-06,-1.5655658078354007,-7.52153609573305,1.1148169698920597e-06,1.2598429266517966e-06,1.309101080302559e-06,-6.616557592219152,38.85150873507629,2.775527077556695e-09,MASSIMI E MINIMI DECRESCENTI,1.052583827773212e-06,1.1366686268694647e-06,1.306458843959295e-06,9.880478679546381e-07,DOPPIO MINIMO,TARGET RAGGIUNTO,1.1531765201138111e-06,1.2812251181678122e-06,NON ATTIVO,23.6,1.115489210384884e-06,-4,RIBASSISTA,DEBOLE,DEBOLEZZA COMPLETA: scende in USD e contro BTC,prezzo sotto MA50 daily; prezzo sotto MA200 daily; MA50 daily in discesa; prezzo sotto MA30 weekly; MA30 weekly in discesa; struttura con massimi/minimi decrescenti; MACD relativo positivo
