signal_id,snapshot_date,asset,ticker,timeframe,signal_type,direction,entry_price,entry_rsi,pivot_kind,pivot_1_date,pivot_2_date,pivot_1_price,pivot_2_price,pivot_1_rsi,pivot_2_rsi,weight_global,weight_paper_trading,checked_30d,exit_date_30d,return_30d_pct,corrected_return_30d_pct,direction_correct_30d,max_gain_30d_pct,drawdown_30d_pct,checked_60d,exit_date_60d,return_60d_pct,corrected_return_60d_pct,direction_correct_60d,max_gain_60d_pct,drawdown_60d_pct,checked_90d,exit_date_90d,return_90d_pct,corrected_return_90d_pct,direction_correct_90d,max_gain_90d_pct,drawdown_90d_pct,checked_180d,exit_date_180d,return_180d_pct,corrected_return_180d_pct,direction_correct_180d,max_gain_180d_pct,drawdown_180d_pct
b9c06082ef72231cf575,2026-07-12,DOGE,DOGE-USD,1D,HIDDEN_BEARISH_RSI_DIVERGENCE,BEARISH,0.0734999999403953,36.810666029618254,HIGH,2026-06-12,2026-07-04,0.0916939973831176,0.0792339965701103,35.18284977851468,41.65392178000451,0,0,False,,,,,,,False,,,,,,,False,,,,,,,False,,,,,,
fb371f7200bb510cb89a,2026-07-13,BTC,BTC-USD,1W,BULLISH_RSI_DIVERGENCE,BULLISH,62758.51171875,37.625523172896784,LOW,2026-06-07,2026-07-05,59108.91796875,57747.765625,34.22880127400465,38.20137501131761,0,0,False,,,,,,,False,,,,,,,False,,,,,,,False,,,,,,
74af0fed510eb9a3f059,2026-07-13,SOL,SOL-USD,1W,HIDDEN_BEARISH_RSI_DIVERGENCE,BEARISH,76.37000274658203,39.85070846869721,HIGH,2026-05-17,2026-07-05,98.26667785644531,83.80886840820312,38.28563951514091,42.24861779776814,0,0,False,,,,,,,False,,,,,,,False,,,,,,,False,,,,,,
