target,similar_asset,start_date,end_date,similarity,return_30d_report,drawdown_30d_report,max_gain_30d_report,day_0,day_1,day_2,day_3,day_4,day_5,day_6,day_7,day_8,day_9,day_10,day_11,day_12,day_13,day_14,day_15,day_16,day_17,day_18,day_19,day_20,day_21,day_22,day_23,day_24,day_25,day_26,day_27,day_28,day_29,day_30,return_path_30d,drawdown_path,max_gain_path,asset,trigger_side
DOGE-USD,LTC-USD,2022-02-18,2022-05-28,84.30667090858873,-10.25098052947735,-30.511920011029048,10.924862681796178,0.0,2.300231428709254,10.924862681796178,9.786206986056722,1.0504037575148173,3.431173650380792,0.5552354531837445,2.301443546062787,1.4356428127685117,3.3764814461564097,2.555204599287464,-1.230237895783859,-3.3657438005094797,-9.07488999728926,-16.08263628423099,-22.60252370179171,-30.511920011029048,-25.96760022557626,-18.971087450471536,-28.26614203615636,-23.475517555744542,-24.177866100456857,-12.822487494989298,-15.097399138980395,-14.131176319487693,-16.381557891581856,-10.512118357505074,-10.143897919639311,-5.365388490957967,-8.725481865622465,-10.25098052947735,-10.25098052947735,-30.511920011029048,10.924862681796178,DOGE,negative
DOGE-USD,XLM-USD,2022-02-20,2022-05-30,84.20479627904064,-23.4012304891304,-25.697548636397222,4.762831332808837,0.0,4.762831332808837,-4.3854689983407695,-0.10603148805697904,2.206330145320612,0.0676560097797152,0.23436898271824713,1.093046294734279,-1.9266215536518194,-2.234935052205511,-2.410711789244202,-7.124721447765847,-12.734380676221246,-16.791995033223582,-25.697548636397226,-21.233260230749718,-15.927039609376713,-24.067385967817188,-21.81710384256824,-24.7816719048363,-20.081616493223432,-21.05259820801484,-20.37527933180102,-20.97656445297741,-17.695315541122824,-10.821708172365764,-11.480192713087067,-16.141883040647553,-16.99986393959625,-20.17159929805721,-23.4012304891304,-23.4012304891304,-25.697548636397226,4.762831332808837,DOGE,negative
DOGE-USD,XRP-USD,2022-02-20,2022-05-30,84.13663272985875,-21.33006690244359,-26.325104896973805,0.8828841990859981,0.0,0.8828841990859981,-4.804211914158197,-3.0783818695268694,-6.554436852467194,-6.185448941230964,-5.451072131702494,-3.626237160699486,-2.504456896474927,-4.1913106999367455,-4.268792816227629,-8.71381611181884,-14.144797911859818,-17.381479336855143,-25.676569891227853,-22.964553285881006,-17.808814018333585,-25.376697282032556,-23.146770242220693,-26.325104896973805,-22.029536849794663,-22.67687456014539,-21.414241044782766,-22.85885633346102,-19.76302103284545,-12.097330138170026,-12.10474196680712,-14.183296660222888,-15.529384515335899,-19.333056577552487,-21.33006690244359,-21.33006690244359,-26.325104896973805,0.8828841990859981,DOGE,negative
DOGE-USD,LINK-USD,2022-02-20,2022-05-30,84.12558503195825,-16.7298300209496,-21.0622197721567,24.38504442150384,0.0,1.833578659571189,-7.126755981529376,-3.444937910147816,-7.984700900833852,-0.8290901548669072,2.4009619192555176,6.817083555034853,17.08383635761699,16.888189162449695,24.385044421503842,7.894543348577199,-5.923647211535155,-14.969542335175866,-21.0622197721567,-9.367984113959249,-1.7861246241943407,-15.038850034378925,-14.67872492758816,-20.415644154323953,-11.516599513644088,-6.099966254055689,-8.299628948061299,-11.049066654186168,-6.1226702798739545,-2.254622932229733,-2.500895437571349,-9.554200602823537,-12.064603471088143,-15.226300507186586,-16.7298300209496,-16.7298300209496,-21.0622197721567,24.385044421503842,DOGE,negative
DOGE-USD,ZIL-USD,2019-04-29,2019-08-06,84.05106586060094,-26.011687181224573,-26.011687181224573,0.0,0.0,-3.6247614506220716,-7.8662595800160435,-13.849820658431556,-9.348626425174444,-3.9060829411170728,-4.5769334718056776,-4.9772752053152125,-16.673878487899763,-19.49794639443536,-20.688163940181724,-16.717159492365717,-15.59186345331829,-16.27353675439023,-18.275265576072684,-22.505951012150728,-17.87491880402946,-16.91192401246251,-7.693135562152231,-13.027481573578415,-8.666953124102516,-13.882278892514165,-21.30491069602103,-24.12897860255663,-23.76109006459601,-24.46440386790093,-23.328285058470165,-22.689892761864183,-22.46267000768477,-23.847652073527925,-26.011687181224573,-26.011687181224573,-26.011687181224573,0.0,DOGE,negative
DOGE-USD,AVAX-USD,2022-02-21,2022-05-31,83.77160764559663,-35.849146334632486,-43.762278271962295,0.0,0.0,-9.812152060668156,-6.489779324475952,-12.8249321964379,-7.039059549686777,-8.434087348695519,-1.5208090532436436,-6.648380935860809,-7.160605452833835,-7.500105703088156,-16.346619398413907,-24.975301615179323,-34.11335346209234,-39.29527660781624,-37.323250884924576,-30.988849679367302,-40.38531214935033,-39.33502096896304,-43.762278271962295,-38.651842937859236,-35.05907266771104,-36.127168946058895,-39.082873028005,-30.693076176692202,-22.133735185757363,-19.035951698205945,-25.378997067416886,-26.79948756588374,-31.333727235439625,-33.31541620816822,-35.849146334632486,-35.849146334632486,-43.762278271962295,0.0,DOGE,negative
DOGE-USD,ICP-USD,2023-03-15,2023-06-22,83.76320428952107,-0.3970924188526403,-2.601605436783816,7.91519973411241,0.0,4.592618371970603,3.0227898871970194,4.5629409506840135,2.692687596254406,4.622134565512526,-2.2538026427300295,-2.285103857730797,-1.0981106526740891,1.8327218387241162,1.3798446202159642,7.91519973411241,5.060386124325711,2.541375357882414,-1.8895776512549478,-0.8863495263186416,-2.1257071995903876,-2.601605436783816,-1.4950188112471063,-0.578300887593286,-0.34954175044271674,5.861975922018292,2.722215306063802,1.5703006517401308,-1.3068545169507395,-0.9615853017417519,-1.6318781339362598,-1.8424646010091195,-2.3295681664570522,-1.828380205885527,-0.39709241885264035,-0.39709241885264035,-2.601605436783816,7.91519973411241,DOGE,negative
DOGE-USD,BTC-USD,2022-02-18,2022-05-28,83.61891466238885,-28.03904148712123,-34.000665210307524,10.332883736841602,0.0,2.190035821988534,10.104113479157672,10.332883736841602,3.415523476250515,5.735185158449041,3.0869106688440784,3.5329418393763135,3.7888790311598974,8.86961762743601,8.122804844959708,4.85670628443442,4.50148235345631,0.9332126546669928,-1.5758855230946445,-7.122189996508565,-21.959165685017158,-22.932952508227178,-21.662613655627528,-29.266976063341797,-28.95522058255857,-34.000665210307524,-28.67137763536376,-28.510816174547283,-28.125388686097132,-30.636479647946903,-26.823009390012174,-26.31709302417796,-25.377712228285752,-27.026314036066278,-28.03904148712123,-28.03904148712123,-34.000665210307524,10.332883736841602,DOGE,negative
DOGE-USD,DOT-USD,2023-06-15,2023-09-22,83.53531410111773,-1.3605523687206689,-9.218384403823954,6.011023220560396,0.0,0.32685999793340414,-0.7266501583702678,1.1124296605043105,-0.13188525686068653,-0.7134165518192126,1.3748002947339577,1.439515062762653,2.1449950096668724,6.011023220560396,2.5964086922076746,1.36450287609986,0.6944825885242922,0.08299624511984849,1.3123039797980685,0.9216545579067814,-0.12728226327770598,-3.537418363595446,-5.149272827852669,-6.999646589745268,-8.603392429997426,-7.419112175072251,-7.04398599313798,-6.578692149535126,-5.801634466077066,-8.567072675218345,-9.027538120913281,-9.218384403823954,-7.4171962383102645,-2.8610452330722236,-1.3605523687206689,-1.3605523687206689,-9.218384403823954,6.011023220560396,DOGE,negative
DOGE-USD,WAVES-USD,2022-02-20,2022-05-30,83.35977988693706,-29.044867008189332,-42.95779944518785,28.82746743306901,0.0,18.368116972372526,20.563973221455136,25.95340838561666,28.82746743306901,17.006374953117962,6.66532984050876,9.513271808357882,2.9871912047720883,1.5595663409607274,2.8393911355367285,-8.051883085386402,-16.614323686295197,-28.42505722842287,-37.1585835351652,-35.871520040401116,-32.20656550734876,-42.95779944518785,-39.97573120603023,-40.01095159462977,-36.98528792259601,-36.135340213258516,-9.52698327514958,-22.533897897537425,-16.890775485153007,-14.104522561578236,-15.086053893849394,-22.221591617522396,-22.329374796038792,-28.904161241826955,-29.044867008189335,-29.044867008189335,-42.95779944518785,28.82746743306901,DOGE,negative
