asset,ticker,date,price,ema200,upside_pct,distance_pct,ema50_ema200_gap_pct,cross_state,rsi14,age_years,lifecycle_score,bias,action,global_weight,analog_count,hit_ema200_12w_rate,median_max_gain_12w,median_drawdown_12w
SOL,SOL-USD,2026-07-06,79.19000244140625,113.52355977690749,43.355924077543875,-30.243552442305667,-1.1836232153525361,EMA50/EMA200 SOVRAPPOSTE / INCROCIO IN CORSO,41.16238552723679,6.247775496235455,5,SQUEEZE SETUP FORTE,"CONTESTO BUONO VERSO EMA200, MA NON PESA NEL GLOBAL",0,30,20.0,19.273967532243255,-26.970844562738968
