generated_utc,current_cycle_phase_pct,cycle_start,cycle_end,analog_date,analog_price,return_30d_pct,return_90d_pct,return_180d_pct,return_365d_pct
2026-08-31T05:33:11.648763+00:00,59.13879135095177,2012-11-28,2016-07-09,2015-01-17,199.25999450683594,17.3557205489703,11.854867975785965,39.560873694730624,91.85939063014146
2026-08-31T05:33:11.648776+00:00,59.13879135095177,2016-07-09,2020-05-11,2018-10-16,6596.10986328125,-14.373321514893256,-43.81457672916677,-21.655001583038302,22.0041361085743
2026-08-31T05:33:11.648781+00:00,59.13879135095177,2020-05-11,2024-04-19,2022-09-09,21381.15234375,-9.048747847613303,-19.398756754041003,1.5758165367241617,21.114509255833713
