target,similar_asset,start_date,end_date,similarity,return_7d,drawdown_7d,max_gain_7d,return_14d,drawdown_14d,max_gain_14d,return_30d,drawdown_30d,max_gain_30d,return_60d,drawdown_60d,max_gain_60d
BTC-USD,FIL-USD,2023-08-13,2023-11-20,86.01805110497425,-3.150412843350525,-9.912371847910673,1.9970809271877332,0.8499461641402917,-9.912371847910673,1.9970809271877332,13.559116617701704,-9.912371847910673,21.19238110395414,16.708827320551457,-9.912371847910673,62.35783054052708
BTC-USD,EGLD-USD,2023-08-14,2023-11-21,85.58539623985443,9.662738318781038,0.0,17.57990591075491,26.132122981450202,0.0,30.374273334473223,55.31641044180253,0.0,61.59761566070121,31.363218377432077,0.0,82.45440510862278
BTC-USD,SAND-USD,2023-08-13,2023-11-20,85.45413576164876,-1.5345034694181026,-10.697136955766407,4.055387234822572,4.664384874075789,-10.697136955766407,4.664384874075789,25.387565143520852,-10.697136955766407,34.57300306345581,18.39463437337212,-10.697136955766407,51.98197271577818
BTC-USD,ADA-USD,2020-08-29,2020-12-06,85.4301252110845,-3.0862315811905794,-12.222803343355793,0.0,1.9645385627231837,-12.222803343355793,5.4901221079739715,62.59765148689888,-14.145799457181173,62.59765148689888,177.62279268807876,-14.145799457181173,177.84246398028625
BTC-USD,DASH-USD,2020-08-29,2020-12-06,85.12000859273066,-4.649103578935043,-8.88969305410301,0.0,7.148918423503026,-8.88969305410301,7.148918423503026,-12.806133602186986,-14.89344006249892,7.148918423503026,8.850870140939126,-14.89344006249892,45.20471322111321
BTC-USD,CHZ-USD,2023-08-13,2023-11-20,84.92098768326376,-3.5441532031600276,-8.741015497974248,1.6144611726131908,3.570529722868665,-8.741015497974248,3.570529722868665,9.43480444670386,-8.741015497974248,20.778211500968435,18.047878100383485,-8.741015497974248,36.25931224305865
BTC-USD,LRC-USD,2019-11-18,2020-02-25,84.85208887906667,0.2049217834339201,-12.0608334411748,5.6094670920725065,13.994023973089398,-12.0608334411748,19.057854625286087,-31.730979271352222,-38.57492075606572,19.057854625286087,-23.497023345539425,-38.57492075606572,19.057854625286087
BTC-USD,EOS-USD,2023-08-14,2023-11-21,84.79559202009807,4.311032650124935,0.0,7.839228084729788,14.180475427365113,0.0,14.180475427365113,29.790009280719488,0.0,31.61071553595376,11.61478100821145,0.0,39.1868982133744
BTC-USD,ADA-USD,2023-08-14,2023-11-21,84.78533386859304,7.526671021119102,0.0,10.088360482180825,18.689675460333753,0.0,18.689675460333753,77.50807318804087,0.0,85.49538544383006,43.603026843038606,0.0,85.49538544383006
BTC-USD,XTZ-USD,2023-08-14,2023-11-21,84.73342135691115,5.753009853273072,0.0,10.174170232857605,16.1872788643471,0.0,16.1872788643471,20.770452122100757,0.0,26.954541219968362,34.30690261903913,0.0,51.411562659551244
BTC-USD,ETC-USD,2021-12-27,2022-04-05,84.58426487876177,-14.414752352715176,-16.87674510821342,0.0,-15.08602888684245,-17.70249595671257,0.0,-36.443278820782375,-41.775341618802386,0.0,-50.694517511315894,-57.446884620907746,0.0
BTC-USD,ZEC-USD,2019-01-07,2019-04-16,84.50373151223498,-3.312159326959041,-3.312159326959041,1.0219273913584015,-13.03149923246737,-16.04987127467372,1.0219273913584015,7.687845601898369,-18.895684018617942,10.4938112718588,32.8598928466397,-18.895684018617942,32.8598928466397
BTC-USD,ETC-USD,2023-08-14,2023-11-21,84.46325786799675,3.777128955407427,0.0,7.063357756634314,11.613375229868117,0.0,11.613375229868117,13.759346814166108,0.0,22.612655076263355,36.000735073624,0.0,62.55872656164794
