generated_utc,regime,regime_family,confidence_pct,volatility_state,btc_timeframe_minutes,btc_trend_score,btc_adx,btc_atr_pct,btc_volatility_ratio,btc_return_24h_pct,breadth_above_ema20_pct,breadth_above_ema50_pct,breadth_above_ema200_pct,breadth_breakout_up_pct,breadth_breakout_down_pct,alt_relative_median_pct,alt_outperform_share_pct,alt_underperform_share_pct,cross_asset_dispersion_pct,assets_used,reason
2026-07-20T13:08:25+00:00,TREND_UP_HIGH_VOL,TREND_UP,70.3,HIGH,240,3.0,21.3,0.9302,0.9004,0.3242,75.0,66.667,66.667,0.0,0.0,-0.1669,18.182,27.273,23.9019,12,"Trend BTC rialzista confermato dalla breadth: score +3.0, 67% sopra EMA50, ADX 21.3."
2026-07-20T14:08:25+00:00,TRANSITION,TRANSITION,78.0,HIGH,240,3.0,21.3,0.9302,0.9004,-0.2067,33.333,41.667,50.0,0.0,0.0,-0.2856,18.182,36.364,18.1,12,"Segnali contrastanti tra trend BTC, breadth e forza delle altcoin."
2026-07-20T15:23:26+00:00,TRANSITION,TRANSITION,78.0,HIGH,240,3.0,21.3,0.9302,0.9004,-0.2587,33.333,50.0,50.0,0.0,0.0,-0.1092,9.091,27.273,13.6553,12,"Segnali contrastanti tra trend BTC, breadth e forza delle altcoin."
2026-07-20T16:08:24+00:00,TREND_UP_HIGH_VOL,TREND_UP,83.0,HIGH,240,4.0,21.64,1.0278,0.9976,1.5805,91.667,91.667,91.667,58.333,0.0,-0.187,9.091,27.273,25.6459,12,"Trend BTC rialzista confermato dalla breadth: score +4.0, 92% sopra EMA50, ADX 21.6."
2026-07-20T17:08:25+00:00,TREND_UP_HIGH_VOL,TREND_UP,83.0,HIGH,240,4.0,21.64,1.0278,0.9976,1.4933,91.667,91.667,91.667,25.0,0.0,0.3515,27.273,9.091,14.6063,12,"Trend BTC rialzista confermato dalla breadth: score +4.0, 92% sopra EMA50, ADX 21.6."
2026-07-20T18:08:25+00:00,TREND_UP_HIGH_VOL,TREND_UP,83.0,HIGH,240,4.0,21.64,1.0278,0.9976,1.593,91.667,91.667,91.667,25.0,0.0,0.3348,18.182,18.182,13.3031,12,"Trend BTC rialzista confermato dalla breadth: score +4.0, 92% sopra EMA50, ADX 21.6."
2026-07-20T19:08:25+00:00,TREND_UP_HIGH_VOL,TREND_UP,83.0,HIGH,240,4.0,21.64,1.0278,0.9976,1.2588,83.333,91.667,83.333,16.667,0.0,0.785,36.364,18.182,11.3249,12,"Trend BTC rialzista confermato dalla breadth: score +4.0, 92% sopra EMA50, ADX 21.6."
2026-07-20T20:23:25+00:00,TREND_UP_HIGH_VOL,TREND_UP,80.8,HIGH,240,4.0,22.139,1.0465,1.0157,1.0327,83.333,83.333,83.333,0.0,0.0,0.4616,36.364,27.273,6.8054,12,"Trend BTC rialzista confermato dalla breadth: score +4.0, 83% sopra EMA50, ADX 22.1."
2026-07-20T21:38:25+00:00,TREND_UP_HIGH_VOL,TREND_UP,80.8,HIGH,240,4.0,22.139,1.0465,1.0157,1.2768,83.333,83.333,91.667,8.333,0.0,0.7481,27.273,27.273,20.8223,12,"Trend BTC rialzista confermato dalla breadth: score +4.0, 83% sopra EMA50, ADX 22.1."
2026-07-20T22:08:25+00:00,ALT_ROTATION_UP,ALT_ROTATION,72.7,HIGH,240,4.0,22.139,1.0465,1.0157,1.3379,83.333,83.333,83.333,0.0,0.0,1.2596,54.545,27.273,14.7864,12,"Le altcoin stanno sovraperformando BTC: mediana relativa +1.26%, 55% oltre +1%."
2026-07-20T23:08:24+00:00,TREND_UP_HIGH_VOL,TREND_UP,80.8,HIGH,240,4.0,22.139,1.0465,1.0157,0.7045,83.333,83.333,83.333,0.0,0.0,1.0554,54.545,18.182,10.0609,12,"Trend BTC rialzista confermato dalla breadth: score +4.0, 83% sopra EMA50, ADX 22.1."
2026-07-21T00:08:24+00:00,TREND_UP_HIGH_VOL,TREND_UP,73.1,HIGH,240,3.0,22.603,1.0127,0.9853,0.8056,75.0,75.0,75.0,0.0,0.0,1.0735,54.545,27.273,11.7577,12,"Trend BTC rialzista confermato dalla breadth: score +3.0, 75% sopra EMA50, ADX 22.6."
2026-07-21T01:08:24+00:00,TREND_UP_HIGH_VOL,TREND_UP,77.9,HIGH,240,3.0,22.603,1.0127,0.9853,1.5625,83.333,91.667,83.333,0.0,0.0,0.7126,45.455,27.273,10.5062,12,"Trend BTC rialzista confermato dalla breadth: score +3.0, 92% sopra EMA50, ADX 22.6."
2026-07-21T02:08:24+00:00,TREND_UP_HIGH_VOL,TREND_UP,75.5,HIGH,240,3.0,22.603,1.0127,0.9853,0.9141,75.0,83.333,75.0,0.0,0.0,1.1196,54.545,9.091,7.0355,12,"Trend BTC rialzista confermato dalla breadth: score +3.0, 83% sopra EMA50, ADX 22.6."
2026-07-21T03:08:24+00:00,TREND_UP_HIGH_VOL,TREND_UP,77.9,HIGH,240,3.0,22.603,1.0127,0.9853,0.8905,83.333,91.667,75.0,0.0,0.0,1.1564,54.545,9.091,4.1986,12,"Trend BTC rialzista confermato dalla breadth: score +3.0, 92% sopra EMA50, ADX 22.6."
2026-07-21T04:08:24+00:00,ALT_ROTATION_UP,ALT_ROTATION,77.6,HIGH,240,4.0,23.382,0.9924,0.9669,1.0782,83.333,100.0,91.667,16.667,0.0,1.4424,63.636,9.091,3.0589,12,"Le altcoin stanno sovraperformando BTC: mediana relativa +1.44%, 64% oltre +1%."
2026-07-21T05:08:24+00:00,ALT_ROTATION_UP,ALT_ROTATION,73.0,HIGH,240,4.0,23.382,0.9924,0.9669,1.5246,83.333,100.0,100.0,8.333,8.333,1.2865,54.545,18.182,3.0079,12,"Le altcoin stanno sovraperformando BTC: mediana relativa +1.29%, 55% oltre +1%."
2026-07-21T06:08:24+00:00,TREND_UP,TREND_UP,81.2,NORMAL,240,4.0,23.382,0.9924,0.9669,2.531,75.0,83.333,100.0,25.0,16.667,0.8684,45.455,18.182,3.9057,12,"Trend BTC rialzista confermato dalla breadth: score +4.0, 83% sopra EMA50, ADX 23.4."
2026-07-21T07:08:24+00:00,TREND_UP,TREND_UP,81.2,NORMAL,240,4.0,23.382,0.9924,0.9669,3.1188,75.0,83.333,91.667,0.0,0.0,0.9275,45.455,18.182,9.432,12,"Trend BTC rialzista confermato dalla breadth: score +4.0, 83% sopra EMA50, ADX 23.4."
2026-07-21T08:08:24+00:00,TREND_UP,TREND_UP,81.7,NORMAL,240,4.0,24.882,0.9945,0.9762,2.972,83.333,83.333,91.667,8.333,0.0,0.6843,27.273,18.182,10.6363,12,"Trend BTC rialzista confermato dalla breadth: score +4.0, 83% sopra EMA50, ADX 24.9."
2026-07-21T09:08:24+00:00,TREND_UP,TREND_UP,79.3,NORMAL,240,4.0,24.882,0.9945,0.9762,3.3723,75.0,75.0,83.333,8.333,8.333,0.3381,18.182,18.182,15.1929,12,"Trend BTC rialzista confermato dalla breadth: score +4.0, 75% sopra EMA50, ADX 24.9."
2026-07-21T10:08:24+00:00,TREND_UP,TREND_UP,76.9,NORMAL,240,4.0,24.882,0.9945,0.9762,3.22,66.667,66.667,83.333,0.0,0.0,-0.6891,9.091,45.455,16.3468,12,"Trend BTC rialzista confermato dalla breadth: score +4.0, 67% sopra EMA50, ADX 24.9."
2026-07-21T11:08:24+00:00,TREND_UP,TREND_UP,76.9,NORMAL,240,4.0,24.882,0.9945,0.9762,2.9198,66.667,66.667,83.333,8.333,0.0,0.0641,9.091,36.364,16.9052,12,"Trend BTC rialzista confermato dalla breadth: score +4.0, 67% sopra EMA50, ADX 24.9."
2026-07-21T12:08:25+00:00,TREND_UP,TREND_UP,79.9,NORMAL,240,4.0,26.462,0.9506,0.933,2.0585,75.0,75.0,91.667,0.0,0.0,-0.4851,9.091,27.273,16.7601,12,"Trend BTC rialzista confermato dalla breadth: score +4.0, 75% sopra EMA50, ADX 26.5."
2026-07-21T13:08:24+00:00,ALT_ROTATION_DOWN,ALT_ROTATION,74.5,NORMAL,240,4.0,26.462,0.9506,0.933,2.9235,66.667,66.667,91.667,16.667,0.0,-1.4612,9.091,54.545,16.6748,12,"Le altcoin stanno sottoperformando BTC: mediana relativa -1.46%, 55% sotto -1%."
2026-07-21T14:08:25+00:00,TREND_UP,TREND_UP,79.9,NORMAL,240,4.0,26.462,0.9506,0.933,3.7521,75.0,75.0,91.667,8.333,0.0,-0.8859,9.091,45.455,15.0183,12,"Trend BTC rialzista confermato dalla breadth: score +4.0, 75% sopra EMA50, ADX 26.5."
2026-07-21T15:08:24+00:00,ALT_ROTATION_DOWN,ALT_ROTATION,81.0,NORMAL,240,4.0,26.462,0.9506,0.933,3.712,58.333,66.667,83.333,16.667,8.333,-1.4568,18.182,72.727,15.6396,12,"Le altcoin stanno sottoperformando BTC: mediana relativa -1.46%, 73% sotto -1%."
2026-07-21T16:08:24+00:00,ALT_ROTATION_DOWN,ALT_ROTATION,88.2,NORMAL,240,4.0,28.478,0.9514,0.9435,1.6459,58.333,58.333,75.0,16.667,8.333,-2.2777,18.182,72.727,13.5706,12,"Le altcoin stanno sottoperformando BTC: mediana relativa -2.28%, 73% sotto -1%."
2026-07-21T17:08:26+00:00,ALT_ROTATION_DOWN,ALT_ROTATION,73.1,NORMAL,240,4.0,28.478,0.9514,0.9435,1.5595,66.667,66.667,75.0,0.0,0.0,-1.3,18.182,54.545,11.2666,12,"Le altcoin stanno sottoperformando BTC: mediana relativa -1.30%, 55% sotto -1%."
2026-07-21T17:53:25+00:00,TREND_UP,TREND_UP,80.6,NORMAL,240,4.0,28.478,0.9514,0.9435,1.5595,66.667,75.0,83.333,0.0,0.0,-0.8922,27.273,45.455,12.013,12,"Trend BTC rialzista confermato dalla breadth: score +4.0, 75% sopra EMA50, ADX 28.5."
2026-07-21T18:53:25+00:00,TREND_UP,TREND_UP,78.2,NORMAL,240,4.0,28.478,0.9514,0.9435,0.9519,50.0,66.667,83.333,0.0,16.667,-0.6919,36.364,36.364,11.8107,12,"Trend BTC rialzista confermato dalla breadth: score +4.0, 67% sopra EMA50, ADX 28.5."
2026-07-21T19:53:25+00:00,TREND_UP,TREND_UP,78.2,NORMAL,240,4.0,28.478,0.9514,0.9435,1.6669,41.667,66.667,83.333,0.0,0.0,-0.5718,27.273,45.455,12.3512,12,"Trend BTC rialzista confermato dalla breadth: score +4.0, 67% sopra EMA50, ADX 28.5."
2026-07-21T20:53:25+00:00,TREND_UP,TREND_UP,81.0,NORMAL,240,4.0,29.735,0.9613,0.9533,2.0047,50.0,75.0,83.333,0.0,0.0,-1.127,27.273,54.545,12.5979,12,"Trend BTC rialzista confermato dalla breadth: score +4.0, 75% sopra EMA50, ADX 29.7."
2026-07-21T21:08:24+00:00,ALT_ROTATION_DOWN,ALT_ROTATION,75.6,NORMAL,240,4.0,29.735,0.9613,0.9533,1.5827,41.667,66.667,83.333,0.0,0.0,-1.5853,18.182,54.545,11.9132,12,"Le altcoin stanno sottoperformando BTC: mediana relativa -1.59%, 55% sotto -1%."
2026-07-21T22:08:24+00:00,ALT_ROTATION_DOWN,ALT_ROTATION,72.9,NORMAL,240,4.0,29.735,0.9613,0.9533,1.6694,50.0,58.333,83.333,0.0,0.0,-1.2821,18.182,54.545,11.7255,12,"Le altcoin stanno sottoperformando BTC: mediana relativa -1.28%, 55% sotto -1%."
2026-07-21T23:08:24+00:00,TREND_UP,TREND_UP,78.6,NORMAL,240,4.0,29.735,0.9613,0.9533,1.79,33.333,66.667,83.333,0.0,0.0,-1.1093,18.182,54.545,11.327,12,"Trend BTC rialzista confermato dalla breadth: score +4.0, 67% sopra EMA50, ADX 29.7."
2026-07-22T00:08:24+00:00,ALT_ROTATION_DOWN,ALT_ROTATION,76.1,NORMAL,240,4.0,30.902,0.9329,0.9251,2.0037,66.667,58.333,83.333,0.0,0.0,-1.64,9.091,54.545,10.3815,12,"Le altcoin stanno sottoperformando BTC: mediana relativa -1.64%, 55% sotto -1%."
2026-07-22T01:08:24+00:00,TREND_UP,TREND_UP,76.6,NORMAL,240,4.0,30.902,0.9329,0.9251,1.6247,58.333,58.333,83.333,0.0,0.0,-1.1868,18.182,54.545,11.3425,12,"Trend BTC rialzista confermato dalla breadth: score +4.0, 58% sopra EMA50, ADX 30.9."
2026-07-22T02:08:24+00:00,TREND_UP,TREND_UP,76.6,NORMAL,240,4.0,30.902,0.9329,0.9251,1.8438,58.333,58.333,83.333,0.0,0.0,-1.2422,9.091,54.545,13.106,12,"Trend BTC rialzista confermato dalla breadth: score +4.0, 58% sopra EMA50, ADX 30.9."
2026-07-22T03:08:25+00:00,ALT_ROTATION_DOWN,ALT_ROTATION,72.9,NORMAL,240,4.0,30.902,0.9329,0.9251,1.3786,50.0,58.333,83.333,0.0,0.0,-1.2838,9.091,54.545,11.3987,12,"Le altcoin stanno sottoperformando BTC: mediana relativa -1.28%, 55% sotto -1%."
2026-07-22T04:23:24+00:00,ALT_ROTATION_DOWN,ALT_ROTATION,74.0,NORMAL,240,3.0,32.167,0.9321,0.9244,0.9838,25.0,66.667,83.333,0.0,8.333,-1.4086,9.091,54.545,8.434,12,"Le altcoin stanno sottoperformando BTC: mediana relativa -1.41%, 55% sotto -1%."
2026-07-22T05:23:24+00:00,ALT_ROTATION_DOWN,ALT_ROTATION,74.0,NORMAL,240,3.0,32.167,0.9321,0.9244,1.3097,66.667,66.667,83.333,0.0,0.0,-1.4096,9.091,54.545,7.8836,12,"Le altcoin stanno sottoperformando BTC: mediana relativa -1.41%, 55% sotto -1%."
2026-07-22T06:23:24+00:00,ALT_ROTATION_DOWN,ALT_ROTATION,79.3,NORMAL,240,3.0,32.167,0.9321,0.9244,0.3267,16.667,41.667,75.0,0.0,41.667,-1.6402,18.182,63.636,8.482,12,"Le altcoin stanno sottoperformando BTC: mediana relativa -1.64%, 64% sotto -1%."
2026-07-22T07:23:24+00:00,ALT_ROTATION_DOWN,ALT_ROTATION,80.2,NORMAL,240,3.0,32.167,0.9321,0.9244,-0.0035,16.667,41.667,66.667,0.0,33.333,-1.7426,18.182,63.636,13.9482,12,"Le altcoin stanno sottoperformando BTC: mediana relativa -1.74%, 64% sotto -1%."
2026-07-22T07:53:25+00:00,TRANSITION,TRANSITION,78.0,NORMAL,240,3.0,32.167,0.9321,0.9244,-0.0035,25.0,50.0,58.333,0.0,33.333,-1.0765,27.273,54.545,16.2548,12,"Segnali contrastanti tra trend BTC, breadth e forza delle altcoin."
2026-07-22T08:08:24+00:00,ALT_ROTATION_DOWN,ALT_ROTATION,76.5,NORMAL,240,3.0,31.892,0.9502,0.9423,-0.5256,16.667,41.667,66.667,8.333,0.0,-1.3179,18.182,63.636,16.4755,12,"Le altcoin stanno sottoperformando BTC: mediana relativa -1.32%, 64% sotto -1%."
2026-07-22T09:08:25+00:00,TRANSITION,TRANSITION,78.0,NORMAL,240,3.0,31.892,0.9502,0.9423,-0.3396,8.333,50.0,66.667,0.0,0.0,-0.8127,27.273,36.364,7.085,12,"Segnali contrastanti tra trend BTC, breadth e forza delle altcoin."
2026-07-22T10:08:25+00:00,TRANSITION,TRANSITION,78.0,NORMAL,240,3.0,31.892,0.9502,0.9423,-0.5156,8.333,41.667,58.333,0.0,0.0,-0.3889,27.273,27.273,7.1527,12,"Segnali contrastanti tra trend BTC, breadth e forza delle altcoin."
2026-07-22T11:08:24+00:00,TREND_UP,TREND_UP,71.5,NORMAL,240,3.0,31.892,0.9502,0.9423,-0.1869,25.0,58.333,75.0,0.0,0.0,-0.4775,27.273,27.273,7.1314,12,"Trend BTC rialzista confermato dalla breadth: score +3.0, 58% sopra EMA50, ADX 31.9."
2026-07-22T11:53:25+00:00,TRANSITION,TRANSITION,78.0,NORMAL,240,3.0,31.892,0.9502,0.9423,-0.1869,16.667,50.0,75.0,0.0,0.0,0.0384,27.273,27.273,7.1103,12,"Segnali contrastanti tra trend BTC, breadth e forza delle altcoin."
2026-07-22T12:53:25+00:00,TRANSITION,TRANSITION,78.0,NORMAL,240,3.0,31.637,0.915,0.9074,-0.4614,33.333,50.0,66.667,0.0,0.0,0.0113,36.364,27.273,10.1378,12,"Segnali contrastanti tra trend BTC, breadth e forza delle altcoin."
2026-07-22T13:53:25+00:00,TRANSITION,TRANSITION,78.0,NORMAL,240,3.0,31.637,0.915,0.9074,-1.3547,16.667,33.333,66.667,0.0,8.333,0.0282,36.364,27.273,9.7703,12,"Segnali contrastanti tra trend BTC, breadth e forza delle altcoin."
2026-07-22T14:08:25+00:00,TREND_UP,TREND_UP,71.4,NORMAL,240,3.0,31.637,0.915,0.9074,-1.2244,58.333,58.333,75.0,0.0,0.0,1.1873,54.545,27.273,6.6749,12,"Trend BTC rialzista confermato dalla breadth: score +3.0, 58% sopra EMA50, ADX 31.6."
2026-07-22T15:08:25+00:00,ALT_ROTATION_UP,ALT_ROTATION,73.1,NORMAL,240,3.0,31.637,0.915,0.9074,-1.5387,58.333,50.0,75.0,0.0,0.0,1.3053,54.545,18.182,10.1823,12,"Le altcoin stanno sovraperformando BTC: mediana relativa +1.31%, 55% oltre +1%."
2026-07-22T16:08:25+00:00,ALT_ROTATION_UP,ALT_ROTATION,73.3,NORMAL,240,3.0,30.62,0.9215,0.9138,-0.9483,83.333,75.0,75.0,8.333,8.333,1.3259,54.545,18.182,9.019,12,"Le altcoin stanno sovraperformando BTC: mediana relativa +1.33%, 55% oltre +1%."
2026-07-22T17:08:25+00:00,TREND_UP,TREND_UP,78.3,NORMAL,240,3.0,30.62,0.9215,0.9138,-0.4464,83.333,83.333,75.0,8.333,0.0,0.943,45.455,18.182,9.0828,12,"Trend BTC rialzista confermato dalla breadth: score +3.0, 83% sopra EMA50, ADX 30.6."
2026-07-22T18:08:25+00:00,TREND_UP,TREND_UP,78.3,NORMAL,240,3.0,30.62,0.9215,0.9138,-0.2692,75.0,83.333,75.0,0.0,0.0,0.9116,45.455,18.182,7.5911,12,"Trend BTC rialzista confermato dalla breadth: score +3.0, 83% sopra EMA50, ADX 30.6."
2026-07-22T19:08:25+00:00,TREND_UP,TREND_UP,75.9,NORMAL,240,3.0,30.62,0.9215,0.9138,-0.6453,50.0,75.0,75.0,8.333,0.0,0.5245,45.455,9.091,8.5013,12,"Trend BTC rialzista confermato dalla breadth: score +3.0, 75% sopra EMA50, ADX 30.6."
2026-07-22T20:08:25+00:00,TREND_UP,TREND_UP,70.9,NORMAL,240,3.0,29.956,0.9326,0.9248,-0.7865,8.333,58.333,66.667,0.0,0.0,0.5231,36.364,18.182,8.8239,12,"Trend BTC rialzista confermato dalla breadth: score +3.0, 58% sopra EMA50, ADX 30.0."
2026-07-22T21:23:24+00:00,TREND_UP,TREND_UP,73.3,NORMAL,240,3.0,29.956,0.9326,0.9248,-0.7296,16.667,66.667,66.667,0.0,0.0,0.6063,36.364,18.182,8.5156,12,"Trend BTC rialzista confermato dalla breadth: score +3.0, 67% sopra EMA50, ADX 30.0."
2026-07-22T22:23:24+00:00,TREND_UP,TREND_UP,78.1,NORMAL,240,3.0,29.956,0.9326,0.9248,-0.4648,75.0,83.333,66.667,0.0,0.0,1.0269,54.545,18.182,8.5372,12,"Trend BTC rialzista confermato dalla breadth: score +3.0, 83% sopra EMA50, ADX 30.0."
2026-07-22T23:23:25+00:00,TREND_UP,TREND_UP,75.7,NORMAL,240,3.0,29.956,0.9326,0.9248,-0.3966,75.0,75.0,66.667,0.0,0.0,0.4535,36.364,27.273,8.5028,12,"Trend BTC rialzista confermato dalla breadth: score +3.0, 75% sopra EMA50, ADX 30.0."
2026-07-23T00:38:24+00:00,TREND_UP,TREND_UP,75.5,NORMAL,240,3.0,29.34,0.9026,0.8951,-0.665,66.667,75.0,66.667,0.0,0.0,0.8692,45.455,18.182,8.5735,12,"Trend BTC rialzista confermato dalla breadth: score +3.0, 75% sopra EMA50, ADX 29.3."
2026-07-23T01:38:24+00:00,TREND_UP,TREND_UP,73.1,NORMAL,240,3.0,29.34,0.9026,0.8951,-0.8742,66.667,66.667,66.667,0.0,0.0,0.5988,45.455,18.182,8.5725,12,"Trend BTC rialzista confermato dalla breadth: score +3.0, 67% sopra EMA50, ADX 29.3."
2026-07-23T02:08:25+00:00,TRANSITION,TRANSITION,78.0,NORMAL,240,3.0,29.34,0.9026,0.8951,-0.9072,16.667,50.0,66.667,0.0,0.0,0.6387,36.364,18.182,12.0754,12,"Segnali contrastanti tra trend BTC, breadth e forza delle altcoin."
2026-07-23T03:08:25+00:00,TRANSITION,TRANSITION,78.0,NORMAL,240,3.0,29.34,0.9026,0.8951,-0.7623,25.0,50.0,66.667,0.0,0.0,0.4867,27.273,18.182,9.1954,12,"Segnali contrastanti tra trend BTC, breadth e forza delle altcoin."
2026-07-23T04:08:24+00:00,RANGE,RANGE,79.6,NORMAL,240,1.0,28.197,0.9231,0.9199,-0.8291,16.667,33.333,66.667,0.0,0.0,0.3549,27.273,9.091,7.9244,12,"Direzione poco definita: score BTC +1.0, breadth EMA50 33%, ADX 28.2."
2026-07-23T05:38:24+00:00,RANGE,RANGE,79.6,NORMAL,240,1.0,28.197,0.9231,0.9199,-1.1585,16.667,33.333,66.667,0.0,0.0,0.2803,27.273,9.091,8.1734,12,"Direzione poco definita: score BTC +1.0, breadth EMA50 33%, ADX 28.2."
2026-07-23T07:23:26+00:00,RANGE,RANGE,63.6,NORMAL,240,1.0,28.197,0.9231,0.9199,-0.1779,33.333,50.0,66.667,0.0,0.0,0.6092,27.273,9.091,21.5241,12,"Direzione poco definita: score BTC +1.0, breadth EMA50 50%, ADX 28.2."
2026-07-23T08:38:25+00:00,RANGE,RANGE,80.4,NORMAL,240,1.0,26.497,0.9126,0.9138,-0.6059,25.0,25.0,66.667,0.0,8.333,0.7374,36.364,0.0,22.0422,12,"Direzione poco definita: score BTC +1.0, breadth EMA50 25%, ADX 26.5."
2026-07-23T09:38:25+00:00,RANGE,RANGE,63.6,NORMAL,240,1.0,26.497,0.9126,0.9138,-0.5274,25.0,50.0,66.667,0.0,0.0,0.9149,45.455,0.0,15.2103,12,"Direzione poco definita: score BTC +1.0, breadth EMA50 50%, ADX 26.5."
2026-07-23T10:38:26+00:00,RANGE,RANGE,79.6,NORMAL,240,1.0,26.497,0.9126,0.9138,-0.4488,41.667,33.333,66.667,0.0,0.0,0.5089,27.273,0.0,11.9755,12,"Direzione poco definita: score BTC +1.0, breadth EMA50 33%, ADX 26.5."
2026-07-23T11:53:24+00:00,RANGE,RANGE,63.6,NORMAL,240,1.0,26.497,0.9126,0.9138,-0.4869,58.333,50.0,66.667,8.333,0.0,0.577,36.364,0.0,14.0323,12,"Direzione poco definita: score BTC +1.0, breadth EMA50 50%, ADX 26.5."
2026-07-23T12:08:25+00:00,ALT_ROTATION_UP,ALT_ROTATION,74.7,NORMAL,240,1.0,24.919,0.8858,0.8916,-0.71,41.667,41.667,66.667,0.0,0.0,1.4795,54.545,0.0,12.4112,12,"Le altcoin stanno sovraperformando BTC: mediana relativa +1.48%, 55% oltre +1%."
2026-07-23T13:08:25+00:00,RANGE,RANGE,80.4,NORMAL,240,1.0,24.919,0.8858,0.8916,-0.707,33.333,25.0,41.667,0.0,50.0,0.7713,45.455,0.0,13.2463,12,"Direzione poco definita: score BTC +1.0, breadth EMA50 25%, ADX 24.9."
2026-07-23T14:08:25+00:00,RANGE,RANGE,80.4,NORMAL,240,1.0,24.919,0.8858,0.8916,-1.5976,16.667,25.0,33.333,0.0,41.667,0.0868,45.455,18.182,13.5906,12,"Direzione poco definita: score BTC +1.0, breadth EMA50 25%, ADX 24.9."
2026-07-23T15:08:25+00:00,RANGE,RANGE,80.4,NORMAL,240,1.0,24.919,0.8858,0.8916,-1.3381,25.0,25.0,25.0,0.0,25.0,-0.5683,36.364,27.273,12.4972,12,"Direzione poco definita: score BTC +1.0, breadth EMA50 25%, ADX 24.9."
2026-07-23T16:08:25+00:00,RANGE,RANGE,80.4,NORMAL,240,0.0,24.377,0.9242,0.933,-1.6364,25.0,25.0,25.0,0.0,8.333,-1.0292,36.364,54.545,12.302,12,"Direzione poco definita: score BTC +0.0, breadth EMA50 25%, ADX 24.4."
2026-07-23T17:08:25+00:00,RANGE,RANGE,80.4,NORMAL,240,0.0,24.377,0.9242,0.933,-2.2149,16.667,16.667,25.0,8.333,0.0,-1.0042,36.364,54.545,15.0826,12,"Direzione poco definita: score BTC +0.0, breadth EMA50 17%, ADX 24.4."
2026-07-23T18:08:25+00:00,RANGE,RANGE,80.4,NORMAL,240,0.0,24.377,0.9242,0.933,-2.0159,25.0,25.0,16.667,0.0,41.667,-1.0851,27.273,54.545,21.5143,12,"Direzione poco definita: score BTC +0.0, breadth EMA50 25%, ADX 24.4."
2026-07-23T19:08:25+00:00,RANGE,RANGE,80.4,NORMAL,240,0.0,24.377,0.9242,0.933,-1.5354,25.0,25.0,25.0,0.0,0.0,-0.9777,27.273,45.455,22.3162,12,"Direzione poco definita: score BTC +0.0, breadth EMA50 25%, ADX 24.4."
2026-07-23T20:08:25+00:00,RANGE,RANGE,80.4,NORMAL,240,0.0,24.002,0.8935,0.9091,-1.5875,25.0,25.0,25.0,0.0,8.333,-0.872,27.273,36.364,19.5187,12,"Direzione poco definita: score BTC +0.0, breadth EMA50 25%, ADX 24.0."
2026-07-23T21:08:25+00:00,RANGE,RANGE,80.4,NORMAL,240,0.0,24.002,0.8935,0.9091,-1.1597,25.0,25.0,33.333,0.0,0.0,-0.9616,27.273,36.364,22.1619,12,"Direzione poco definita: score BTC +0.0, breadth EMA50 25%, ADX 24.0."
2026-07-23T22:08:25+00:00,ALT_ROTATION_DOWN,ALT_ROTATION,76.4,NORMAL,240,0.0,24.002,0.8935,0.9091,-1.3327,25.0,25.0,25.0,8.333,0.0,-1.3032,27.273,63.636,26.4912,12,"Le altcoin stanno sottoperformando BTC: mediana relativa -1.30%, 64% sotto -1%."
2026-07-23T23:08:25+00:00,ALT_ROTATION_DOWN,ALT_ROTATION,76.9,NORMAL,240,0.0,24.002,0.8935,0.9091,-1.277,25.0,25.0,25.0,0.0,0.0,-1.3675,27.273,63.636,24.121,12,"Le altcoin stanno sottoperformando BTC: mediana relativa -1.37%, 64% sotto -1%."
2026-07-24T00:08:25+00:00,ALT_ROTATION_DOWN,ALT_ROTATION,76.9,NORMAL,240,0.0,22.96,0.8687,0.8964,-1.5271,25.0,25.0,25.0,8.333,0.0,-1.3649,27.273,63.636,24.6216,12,"Le altcoin stanno sottoperformando BTC: mediana relativa -1.36%, 64% sotto -1%."
2026-07-24T00:38:25+00:00,RANGE,RANGE,80.4,NORMAL,240,0.0,22.96,0.8687,0.8964,-1.5271,25.0,25.0,25.0,8.333,0.0,-1.1586,27.273,54.545,24.5726,12,"Direzione poco definita: score BTC +0.0, breadth EMA50 25%, ADX 23.0."
2026-07-24T01:08:25+00:00,ALT_ROTATION_DOWN,ALT_ROTATION,76.6,NORMAL,240,0.0,22.96,0.8687,0.8964,-1.6225,25.0,25.0,25.0,8.333,8.333,-1.3288,27.273,63.636,26.217,12,"Le altcoin stanno sottoperformando BTC: mediana relativa -1.33%, 64% sotto -1%."
2026-07-24T02:08:25+00:00,ALT_ROTATION_DOWN,ALT_ROTATION,75.3,NORMAL,240,0.0,22.96,0.8687,0.8964,-1.1244,25.0,25.0,25.0,0.0,0.0,-1.5495,27.273,54.545,20.46,12,"Le altcoin stanno sottoperformando BTC: mediana relativa -1.55%, 55% sotto -1%."
2026-07-24T03:08:25+00:00,ALT_ROTATION_DOWN,ALT_ROTATION,80.2,NORMAL,240,0.0,22.96,0.8687,0.8964,-1.0381,16.667,25.0,25.0,0.0,0.0,-1.7415,27.273,63.636,14.9401,12,"Le altcoin stanno sottoperformando BTC: mediana relativa -1.74%, 64% sotto -1%."
