asset,name,event_date,age_reference_date,age_years,close,ema20,ema50,ema100,ema200,price_to_ema200_pct,upside_to_ema200_pct,ema50_ema200_gap_pct,ema50_slope_4w_pct,ema200_slope_8w_pct,rsi14,rsi_4w_change,gain_from_26w_low_pct,cross_state,weeks_since_death_cross,hit_ema200_4w,hit_ema200_8w,hit_ema200_12w,hit_ema200_16w,weeks_to_ema200,max_gain_4w_pct,max_gain_8w_pct,max_gain_12w_pct,max_gain_16w_pct,drawdown_4w_pct,drawdown_8w_pct,drawdown_12w_pct,drawdown_16w_pct,return_4w_pct,return_8w_pct,return_12w_pct,return_16w_pct,similarity_to_sol
MANA-USD,Decentraland,2023-05-29,2017-09-18,5.691991786447638,0.5047479867935181,0.5629300257336761,0.7533718426240444,0.8998264308377023,0.7980389616975424,-36.75146064048711,58.106417970519544,-5.597110068220812,-5.858127495421739,-2.793820000209879,42.6985452108693,1.2402139476696163,76.57236841830908,DEATH CROSS CONFERMATO DA POCO,5,False,False,False,False,40,5.272141900124527,5.272141900124527,5.272141900124527,5.272141900124527,-37.190240599433224,-37.190240599433224,-43.64118344889024,-47.25684691529529,-19.57630405091195,-23.015443775620646,-40.58916547968616,-41.88525726518274,82.0645535165285
XLM-USD,Stellar,2022-10-10,2014-07-31,8.19438740588638,0.11348699778318405,0.12654564351539713,0.1725661035518855,0.1989663270341497,0.18848311736536122,-39.789303482710594,66.08344660368637,-8.444795499971336,-5.060428370189307,-3.1957964292977703,40.850938552011236,4.393908026228289,14.62522279611047,DEATH CROSS CONFERMATO DA POCO,8,False,False,False,False,,2.446099049453032,2.446099049453032,2.446099049453032,2.446099049453032,-27.951216018259494,-27.951216018259494,-37.57787159071445,-37.57787159071445,-22.180510238762995,-26.05496716215312,-32.00190100201766,-19.826940276328063,82.03112451264806
LINK-USD,Chainlink,2022-08-08,2017-09-20,4.8815879534565365,8.774847984313965,9.498876840097541,14.262601717292915,15.53889625505604,12.749971469996082,-31.177508867659753,45.30133733129167,11.863793192450945,-7.089014463816534,-3.5058119414476674,42.646270330537284,9.130400196999979,63.63093309393895,EMA50 ANCORA SOPRA EMA200,,False,False,False,False,,2.978536793718578,2.978536793718578,2.978536793718578,6.7884855009104905,-28.964351525552125,-28.964351525552125,-28.964351525552125,-36.413861611036516,-8.655078553150464,-13.089512715606133,-7.450830580490697,-15.134551920179062,81.74746044607524
ETC-USD,Ethereum Classic,2023-04-03,2016-07-20,6.702258726899384,20.56362533569336,21.24710303435408,24.443683065992513,26.36465981457196,24.275974588266337,-15.292276893251167,18.05299013170241,0.6908413794733281,-2.6458094855753123,-1.2411972942313887,46.5861267156992,4.188838744077252,38.13268140972885,EMA50/EMA200 SOVRAPPOSTE / INCROCIO IMMINENTE,,False,False,False,False,40,12.280343432893105,12.280343432893105,12.36211493608077,12.36211493608077,-9.128365491906232,-15.016813430561282,-34.722887728727855,-34.722887728727855,-8.742538674971446,-11.406670202430846,-0.889088865477905,-8.240769958099525,81.40320200894874
LINK-USD,Chainlink,2022-11-28,2017-09-20,5.188227241615332,7.446814060211182,7.601359351515485,10.906788386869357,13.2487051304171,11.926665573343113,-37.561642737302,60.15796120206724,-8.551234879539592,-6.44824704372291,-3.300843483342575,46.182601866763264,-0.22716241930204717,38.86612456736329,DEATH CROSS CONFERMATO DA POCO,7,False,False,False,False,48,1.6944309958679238,1.6944309958679238,11.97047390549628,11.97047390549628,-27.300873574423324,-27.300873574423324,-27.300873574423324,-27.300873574423324,-24.49867616275261,-0.7935723794063931,0.6049138057056869,-2.4802938778458294,81.34088435548105
BCH-USD,Bitcoin Cash,2021-11-29,2017-08-01,4.328542094455853,453.4902648925781,592.0088312105897,564.5463824989888,519.2960905665844,598.4467734412653,-24.222122163870942,31.964635135668075,-5.664729504236132,0.03565525848268081,-0.15834216072107,42.25065481632274,-7.602253635824837,27.902792641941843,EMA50 SOTTO EMA200 / CROSS GIÀ AVVENUTO,,False,False,False,False,,10.277168142140813,10.277168142140813,10.277168142140813,10.277168142140813,-8.360266431242213,-42.115256095083375,-42.3707344207784,-42.3707344207784,-1.2475732620976565,-35.94113150572521,-32.94153574613783,-16.9690125194743,80.97295994507861
DOGE-USD,Dogecoin,2023-06-26,2013-12-06,9.552361396303901,0.06803800165653229,0.07376105217676449,0.08427461519488043,0.09604512672146923,0.08768630957572618,-22.40749783434043,28.87843181870917,-3.8907948086233435,-3.863377662156331,-1.7866638431742854,43.90567633715685,-0.8172924785429103,16.232747399023673,DEATH CROSS CONFERMATO DA POCO,6,False,False,False,False,23,22.491843433342385,22.491843433342385,22.491843433342385,22.491843433342385,-5.93491654425703,-14.253798714091015,-14.253798714091015,-15.538377201867826,14.731470078645149,-7.1533587840260315,-10.721951145795849,-9.468242445772002,80.80710839770671
DOGE-USD,Dogecoin,2023-10-16,2013-12-06,9.859000684462696,0.06159599870443344,0.06594532776692567,0.07518155830862658,0.08765798388148992,0.08442222332430709,-27.038170426034558,37.05796658871399,-10.945773105480283,-3.1143590902887874,-2.2136828949293252,42.31062872171665,2.691039418407513,7.186855467605424,EMA50 SOTTO EMA200 DA TEMPO,22,True,True,True,True,4,41.34197785848421,71.82447662621601,71.82447662621601,71.82447662621601,0.2808664281761519,0.2808664281761519,0.2808664281761519,0.2808664281761519,30.81369616953591,51.14131318965438,29.84284422618093,31.815380521393077,80.09122760248728
ETC-USD,Ethereum Classic,2024-10-21,2016-07-20,8.254620123203285,18.395816802978516,20.64274220891782,22.221107338114756,22.967931509460627,22.956738918016768,-19.867465197588572,24.79325687946501,-3.2044254304982256,-2.479869123705769,-1.4583654108474065,42.76346012243747,-3.2514802586076357,16.349959740721687,DEATH CROSS CONFERMATO DA POCO,6,True,True,True,True,2,69.64732776717094,116.98235280577758,116.98235280577758,116.98235280577758,-5.741782071947032,-5.741782071947032,-5.741782071947032,-5.741782071947032,56.877389523330216,41.07359000886082,37.91055943022006,11.116181250107582,80.06097110582012
ADA-USD,Cardano,2025-12-01,2017-09-29,8.172484599589323,0.4168109893798828,0.63486206872953,0.675576656279664,0.6458892136073394,0.6083906121905569,-31.489575771210042,45.96318899741576,11.043241421362282,-5.9212305699500085,-1.0772163134148527,34.27681989350205,-6.328538097328959,25.180495915346835,EMA50 ANCORA SOPRA EMA200,,False,False,False,False,,15.848189771151656,15.848189771151656,15.848189771151656,15.848189771151656,-20.738651963812583,-33.000325471676526,-45.72168124711137,-45.72168124711137,-4.011409812885248,-31.37609167433155,-34.36353127044923,-42.52502671270174,79.88242035443893
ETC-USD,Ethereum Classic,2022-12-12,2016-07-20,6.395619438740589,15.967288970947266,23.537981419444947,27.864455630691836,28.53919898339176,24.917198448227172,-35.91860255026656,56.051528180922936,11.82820447727484,-5.514482528257625,-1.5647330794911984,37.23489988341702,-1.7875586109508177,18.46054433257589,EMA50 ANCORA SOPRA EMA200,,False,False,False,False,,48.85417808940809,55.26846100165586,55.26846100165586,55.26846100165586,-6.766485599043803,-6.766485599043803,-6.766485599043803,-6.766485599043803,40.6518314969746,31.79148721763878,17.79178728484334,28.78595341456649,79.83261137667049
XLM-USD,Stellar,2022-08-15,2014-07-31,8.041067761806982,0.11109700053930283,0.1408453917877066,0.19459663353798654,0.2137262633029576,0.19470550907192793,-42.94100815695899,75.25721498038725,-0.05591805514921777,-6.280574027269791,-3.3206983191748085,35.10747006712326,1.1721554356566486,11.906084722297994,EMA50/EMA200 SOVRAPPOSTE / INCROCIO IN CORSO,0,False,False,False,False,,4.760700808057727,19.128329622584705,19.128329622584705,19.128329622584705,-10.882379786397955,-10.882379786397955,-26.40125162403234,-26.40125162403234,-3.452837121551755,2.1512707204329296,-20.506402340739204,-24.46420932149801,79.64199745921422
