target,similar_asset,start_date,end_date,similarity,return_7d,drawdown_7d,max_gain_7d,return_14d,drawdown_14d,max_gain_14d,return_30d,drawdown_30d,max_gain_30d,return_60d,drawdown_60d,max_gain_60d
SOL-USD,CRV-USD,2025-11-30,2026-03-09,75.46130889217864,5.408522018211426,-3.4850389874301557,5.408522018211426,-9.215385595922543,-10.512601709354508,5.408522018211426,-10.12418209363073,-14.416664190824214,5.408522018211426,5.956198915716615,-14.416664190824214,5.956198915716615
SOL-USD,ONE-USD,2020-04-16,2020-07-24,75.4337117293414,11.925044396977057,0.0,11.925044396977057,-24.914817994953285,-24.914817994953285,11.925044396977057,0.894385023158617,-24.914817994953285,11.925044396977057,-10.008514977763582,-24.914817994953285,11.925044396977057
SOL-USD,ZEC-USD,2023-06-15,2023-09-22,75.37561893999518,0.09850591617970306,-3.072565548458117,0.09850591617970306,0.201242805469648,-3.072565548458117,5.154411579201423,-3.026968236898475,-7.996767879595657,5.154411579201423,0.9822289838381737,-7.996767879595657,17.00415943250071
SOL-USD,BAT-USD,2020-01-07,2020-04-15,75.3631321875315,6.99881618098388,0.0,11.156765108419208,25.98507284977165,0.0,25.98507284977165,29.31168225023213,0.0,47.949136304935,45.30204614247197,0.0,65.94385912293825
SOL-USD,ETC-USD,2019-09-24,2020-01-01,75.33340751559292,10.451381170828578,-5.4833512812983205,12.066454453910435,77.13668237523959,-5.4833512812983205,77.13668237523959,150.97642824518672,-5.4833512812983205,173.6038472360434,72.39475554426917,-5.4833512812983205,174.0115549665738
SOL-USD,RUNE-USD,2024-04-16,2024-07-24,74.98162974038897,-6.313449057057829,-6.313449057057829,4.032540947285046,-35.24876968558287,-35.24876968558287,4.032540947285046,-1.8826553145407154,-35.24876968558287,4.032540947285046,-0.4286707934311851,-35.24876968558287,4.032540947285046
SOL-USD,BNB-USD,2020-01-07,2020-04-15,74.90763536028915,7.532123771519039,0.0,13.699154706034333,19.87023064081823,0.0,19.87023064081823,7.951568734748737,0.0,20.494663670970393,14.131322796118528,0.0,22.756139023065124
SOL-USD,NEO-USD,2020-01-07,2020-04-15,74.87693126317865,7.589653587795664,0.0,12.5993604603432,32.26627114723686,0.0,32.26627114723686,43.583990592560376,0.0,62.984654659145534,52.545012874934116,0.0,77.51470678908782
SOL-USD,DOT-USD,2025-12-01,2026-03-10,74.74543964630212,9.07448605173753,-4.852648579666341,10.442621760789406,-5.774276257292776,-5.774276257292776,10.442621760789406,-12.544665040769743,-16.80963249676244,10.442621760789406,-9.426937510452627,-21.59580138389736,10.442621760789406
SOL-USD,ONE-USD,2020-01-07,2020-04-15,74.73699901446653,7.759020381236548,0.0,13.601103814947768,10.862628533731167,0.0,13.601103814947768,14.924699846646327,0.0,14.924699846646327,-3.057955916900601,-3.057955916900601,19.26062081301998
SOL-USD,ATOM-USD,2020-01-07,2020-04-15,74.6876070394988,4.553141110250869,0.0,10.038845085614167,29.7103765824267,0.0,29.7103765824267,8.817665738630298,0.0,29.7103765824267,21.803448037035956,0.0,38.37136480232679
SOL-USD,LINK-USD,2021-10-03,2022-01-10,74.63304597792376,-14.496894491513768,-14.496894491513768,0.0,-44.10926787598104,-44.10926787598104,0.0,-33.14006247545124,-45.55688739657027,0.0,-53.096602184219265,-54.407347165600164,0.0
SOL-USD,CHZ-USD,2024-04-19,2024-07-27,74.62099371142263,-18.522146674729044,-18.522146674729044,0.0,-18.38449485885958,-28.2827431102459,0.0,-18.815900450003763,-28.2827431102459,0.0,-5.683511207166991,-31.013100024836326,0.0
SOL-USD,DOGE-USD,2019-10-04,2020-01-11,74.5806306134402,8.34053927764542,0.0,8.34053927764542,-2.463265782929791,-2.463265782929791,8.34053927764542,29.040623012160527,-2.463265782929791,39.67156590385281,-5.617970179565357,-5.617970179565357,39.67156590385281
SOL-USD,FIL-USD,2023-06-19,2023-09-26,74.50370919171337,4.311592747652426,0.0,9.18012224839202,0.8056952172155629,0.0,9.18012224839202,17.861569258017873,0.0,21.59533053443394,50.7811600946084,0.0,64.83047373545962
SOL-USD,THETA-USD,2024-04-14,2024-07-22,74.44678870447382,-4.3254064359320115,-8.757199281444027,0.0,-30.918605520154575,-30.918605520154575,0.0,-19.4286949799383,-30.955607803396244,0.0,-7.772099735766647,-30.955607803396244,0.0
