snapshot_date,generated_at_utc,target_ticker,asset,current_price,horizon_day,target_date,raw_p10_price,raw_p25_price,raw_p50_price,raw_p75_price,raw_p90_price,shadow_p10_price,shadow_p25_price,shadow_p50_price,shadow_p75_price,shadow_p90_price,calibration_controls,calibration_active,calibration_strength,center_shift_pct,raw_bias_pct,wide_scale,central_scale
2026-07-16,2026-07-16 15:04:45,DOGE-USD,DOGE,0.0734499990940094,12,2026-07-28,0.04626732994317379,0.0529514770735781,0.06076278518448138,0.07082004601487212,0.0803859428846646,0.04626732994317379,0.0529514770735781,0.06076278518448138,0.07082004601487212,0.0803859428846646,0,0,0.0,0.0,,1.0,1.0
2026-07-16,2026-07-16 15:04:45,DOGE-USD,DOGE,0.0734499990940094,13,2026-07-29,0.04734525424788383,0.05279014356179707,0.06082699992386434,0.07058184170734175,0.07840880295277862,0.04734525424788383,0.05279014356179707,0.06082699992386434,0.07058184170734175,0.07840880295277862,0,0,0.0,0.0,,1.0,1.0
2026-07-16,2026-07-16 15:04:45,DOGE-USD,DOGE,0.0734499990940094,14,2026-07-30,0.04842250706734262,0.05570989713651967,0.061949894933141264,0.06990861766401649,0.07779363003716584,0.04842250706734262,0.05570989713651967,0.061949894933141264,0.06990861766401649,0.07779363003716584,0,0,0.0,0.0,,1.0,1.0
2026-07-16,2026-07-16 15:04:45,DOGE-USD,DOGE,0.0734499990940094,15,2026-07-31,0.050155905270716915,0.05789725813540902,0.06483689524471896,0.07127573110208325,0.08147809688371895,0.050155905270716915,0.05789725813540902,0.06483689524471896,0.07127573110208325,0.08147809688371895,0,0,0.0,0.0,,1.0,1.0
2026-07-16,2026-07-16 15:04:45,DOGE-USD,DOGE,0.0734499990940094,16,2026-08-01,0.05074663429024232,0.058861114436587106,0.06511216929184808,0.07028202113032418,0.07881861604426763,0.05074663429024232,0.058861114436587106,0.06511216929184808,0.07028202113032418,0.07881861604426763,0,0,0.0,0.0,,1.0,1.0
2026-07-16,2026-07-16 15:04:45,DOGE-USD,DOGE,0.0734499990940094,17,2026-08-02,0.05109601835775983,0.05951109141258473,0.06351085645112894,0.07264768226137444,0.0787889959723672,0.05109601835775983,0.05951109141258473,0.06351085645112894,0.07264768226137444,0.0787889959723672,0,0,0.0,0.0,,1.0,1.0
2026-07-16,2026-07-16 15:04:45,DOGE-USD,DOGE,0.0734499990940094,18,2026-08-03,0.0535173952112567,0.057481411733124,0.06259597674434568,0.07185662976358961,0.07674779746986161,0.0535173952112567,0.057481411733124,0.06259597674434568,0.07185662976358961,0.07674779746986161,0,0,0.0,0.0,,1.0,1.0
2026-07-16,2026-07-16 15:04:45,DOGE-USD,DOGE,0.0734499990940094,19,2026-08-04,0.052221984366642105,0.05891558503189002,0.061080846296593945,0.07214008810636664,0.07794963142505651,0.052221984366642105,0.05891558503189002,0.061080846296593945,0.07214008810636664,0.07794963142505651,0,0,0.0,0.0,,1.0,1.0
2026-07-16,2026-07-16 15:04:45,DOGE-USD,DOGE,0.0734499990940094,20,2026-08-05,0.05322995420875179,0.05713441937663959,0.06302938513058848,0.07140241971780549,0.0769822980804569,0.05322995420875179,0.05713441937663959,0.06302938513058848,0.07140241971780549,0.0769822980804569,0,0,0.0,0.0,,1.0,1.0
2026-07-16,2026-07-16 15:04:45,DOGE-USD,DOGE,0.0734499990940094,21,2026-08-06,0.052618430978946126,0.055897871855050206,0.0604696682593517,0.07157880817376115,0.07697971356564921,0.052618430978946126,0.055897871855050206,0.0604696682593517,0.07157880817376115,0.07697971356564921,0,0,0.0,0.0,,1.0,1.0
2026-07-16,2026-07-16 15:04:45,DOGE-USD,DOGE,0.0734499990940094,22,2026-08-07,0.04875324962702952,0.05352475515764347,0.06075569658840549,0.06767252593476845,0.0762736881231724,0.04875324962702952,0.05352475515764347,0.06075569658840549,0.06767252593476845,0.0762736881231724,0,0,0.0,0.0,,1.0,1.0
2026-07-16,2026-07-16 15:04:45,DOGE-USD,DOGE,0.0734499990940094,23,2026-08-08,0.04916363799604866,0.054296711812856335,0.060176172580700335,0.0690487748432144,0.07844323662298779,0.04916363799604866,0.054296711812856335,0.060176172580700335,0.0690487748432144,0.07844323662298779,0,0,0.0,0.0,,1.0,1.0
2026-07-16,2026-07-16 15:04:45,DOGE-USD,DOGE,0.0734499990940094,24,2026-08-09,0.04872216020843604,0.054185447617156324,0.05986371939492565,0.06926296613523314,0.08106560844722979,0.04872216020843604,0.054185447617156324,0.05986371939492565,0.06926296613523314,0.08106560844722979,0,0,0.0,0.0,,1.0,1.0
2026-07-16,2026-07-16 15:04:45,DOGE-USD,DOGE,0.0734499990940094,25,2026-08-10,0.04788224755158493,0.05473467653925513,0.060173220012087386,0.0710670018371311,0.08428855961322934,0.04788224755158493,0.05473467653925513,0.060173220012087386,0.0710670018371311,0.08428855961322934,0,0,0.0,0.0,,1.0,1.0
2026-07-16,2026-07-16 15:04:45,DOGE-USD,DOGE,0.0734499990940094,26,2026-08-11,0.046829963432142324,0.053301025663892096,0.06162545066843957,0.07076243876629928,0.08356127192566186,0.046829963432142324,0.053301025663892096,0.06162545066843957,0.07076243876629928,0.08356127192566186,0,0,0.0,0.0,,1.0,1.0
2026-07-16,2026-07-16 15:04:45,DOGE-USD,DOGE,0.0734499990940094,27,2026-08-12,0.048429363035842235,0.0535247449654333,0.06045356195042835,0.06892900270581498,0.08482055722084697,0.048429363035842235,0.0535247449654333,0.06045356195042835,0.06892900270581498,0.08482055722084697,0,0,0.0,0.0,,1.0,1.0
2026-07-16,2026-07-16 15:04:45,DOGE-USD,DOGE,0.0734499990940094,28,2026-08-13,0.050471437621031144,0.05500001367433043,0.06130498534016343,0.06921680355268263,0.08764856158980162,0.050471437621031144,0.05500001367433043,0.06130498534016343,0.06921680355268263,0.08764856158980162,0,0,0.0,0.0,,1.0,1.0
2026-07-16,2026-07-16 15:04:45,DOGE-USD,DOGE,0.0734499990940094,29,2026-08-14,0.050030614615040374,0.05509084518546712,0.06142125504101055,0.07125147799985163,0.08448765810134395,0.050030614615040374,0.05509084518546712,0.06142125504101055,0.07125147799985163,0.08448765810134395,0,0,0.0,0.0,,1.0,1.0
2026-07-16,2026-07-16 15:04:45,DOGE-USD,DOGE,0.0734499990940094,30,2026-08-15,0.051690678450125385,0.05553803138443488,0.059939443476810475,0.07047876004279525,0.0872073595871692,0.051690678450125385,0.05553803138443488,0.059939443476810475,0.07047876004279525,0.0872073595871692,0,0,0.0,0.0,,1.0,1.0
2026-07-16,2026-07-16 15:04:45,SOL-USD,SOL,76.30000305175781,0,2026-07-16,76.30000305175781,76.30000305175781,76.30000305175781,76.30000305175781,76.30000305175781,76.30000305175781,76.30000305175781,76.30000305175781,76.30000305175781,76.30000305175781,2,0,0.0,0.0,,1.0,1.0
2026-07-16,2026-07-16 15:04:45,SOL-USD,SOL,76.30000305175781,1,2026-07-17,73.7612489813648,74.79529828092572,76.69263122351008,77.76724837152203,79.48890089632512,73.7612489813648,74.79529828092572,76.69263122351008,77.76724837152203,79.48890089632512,2,0,0.0,0.0,,1.0,1.0
2026-07-16,2026-07-16 15:04:45,SOL-USD,SOL,76.30000305175781,2,2026-07-18,72.14254448450671,73.39216221160312,75.5115940303126,78.16795561191333,80.60918376614714,72.14254448450671,73.39216221160312,75.5115940303126,78.16795561191333,80.60918376614714,2,0,0.0,0.0,,1.0,1.0
2026-07-16,2026-07-16 15:04:45,SOL-USD,SOL,76.30000305175781,3,2026-07-19,69.79508566657549,72.98269003646524,75.79904106708099,78.4557175959387,82.8281255794732,69.79508566657549,72.98269003646524,75.79904106708099,78.4557175959387,82.8281255794732,2,0,0.0,0.0,,1.0,1.0
2026-07-16,2026-07-16 15:04:45,SOL-USD,SOL,76.30000305175781,4,2026-07-20,68.29047780109087,71.69734527872102,75.0943654877272,79.25004551722934,83.56705692926911,68.29047780109087,71.69734527872102,75.0943654877272,79.25004551722934,83.56705692926911,1,0,0.0,0.0,,1.0,1.0
2026-07-16,2026-07-16 15:04:45,SOL-USD,SOL,76.30000305175781,5,2026-07-21,64.33116191545271,72.28615494419796,75.60066851398408,78.89215216644013,85.80786542576928,64.33116191545271,72.28615494419796,75.60066851398408,78.89215216644013,85.80786542576928,1,0,0.0,0.0,,1.0,1.0
2026-07-16,2026-07-16 15:04:45,SOL-USD,SOL,76.30000305175781,6,2026-07-22,62.787235836797564,70.20101968403863,74.61181514172355,78.7715676521711,85.93413469632755,62.787235836797564,70.20101968403863,74.61181514172355,78.7715676521711,85.93413469632755,1,0,0.0,0.0,,1.0,1.0
2026-07-16,2026-07-16 15:04:45,SOL-USD,SOL,76.30000305175781,7,2026-07-23,62.02135545666902,69.41137879254353,74.84508520451399,79.32684497266683,83.82689985191955,62.02135545666902,69.41137879254353,74.84508520451399,79.32684497266683,83.82689985191955,0,0,0.0,0.0,,1.0,1.0
2026-07-16,2026-07-16 15:04:45,SOL-USD,SOL,76.30000305175781,8,2026-07-24,58.79983951438211,67.73564368754533,74.20918863446869,77.35446531928851,86.03357538998645,58.79983951438211,67.73564368754533,74.20918863446869,77.35446531928851,86.03357538998645,0,0,0.0,0.0,,1.0,1.0
2026-07-16,2026-07-16 15:04:45,SOL-USD,SOL,76.30000305175781,9,2026-07-25,60.097119440403006,66.73784645412539,73.17386002576806,77.75046558606212,87.52604104181381,60.097119440403006,66.73784645412539,73.17386002576806,77.75046558606212,87.52604104181381,0,0,0.0,0.0,,1.0,1.0
2026-07-16,2026-07-16 15:04:45,SOL-USD,SOL,76.30000305175781,10,2026-07-26,60.92083296484096,65.12274438854999,72.54077199730885,76.79017738614893,88.48375328065026,60.92083296484096,65.12274438854999,72.54077199730885,76.79017738614893,88.48375328065026,0,0,0.0,0.0,,1.0,1.0
2026-07-16,2026-07-16 15:04:45,SOL-USD,SOL,76.30000305175781,11,2026-07-27,63.842705896632964,68.14211856165821,73.47114483353359,75.99480783148614,85.39542801128782,63.842705896632964,68.14211856165821,73.47114483353359,75.99480783148614,85.39542801128782,0,0,0.0,0.0,,1.0,1.0
2026-07-16,2026-07-16 15:04:45,SOL-USD,SOL,76.30000305175781,12,2026-07-28,61.81092071556353,67.98751471379924,71.60808933299163,75.83516811950234,87.69312964678646,61.81092071556353,67.98751471379924,71.60808933299163,75.83516811950234,87.69312964678646,0,0,0.0,0.0,,1.0,1.0
2026-07-16,2026-07-16 15:04:45,SOL-USD,SOL,76.30000305175781,13,2026-07-29,63.176512049109675,66.57414118262989,72.07791699518467,78.92807371373456,95.8889319093397,63.176512049109675,66.57414118262989,72.07791699518467,78.92807371373456,95.8889319093397,0,0,0.0,0.0,,1.0,1.0
2026-07-16,2026-07-16 15:04:45,SOL-USD,SOL,76.30000305175781,14,2026-07-30,60.993608998560035,65.70619656584415,71.82215745599521,76.48150473773616,91.52469607798034,60.993608998560035,65.70619656584415,71.82215745599521,76.48150473773616,91.52469607798034,0,0,0.0,0.0,,1.0,1.0
2026-07-16,2026-07-16 15:04:45,SOL-USD,SOL,76.30000305175781,15,2026-07-31,61.61528101854058,65.80394572580641,72.02107840496117,76.24339946916535,89.27859519489459,61.61528101854058,65.80394572580641,72.02107840496117,76.24339946916535,89.27859519489459,0,0,0.0,0.0,,1.0,1.0
2026-07-16,2026-07-16 15:04:45,SOL-USD,SOL,76.30000305175781,16,2026-08-01,62.4797463348115,67.12538663740855,71.91366151217399,76.02846654260273,89.94639725758782,62.4797463348115,67.12538663740855,71.91366151217399,76.02846654260273,89.94639725758782,0,0,0.0,0.0,,1.0,1.0
2026-07-16,2026-07-16 15:04:45,SOL-USD,SOL,76.30000305175781,17,2026-08-02,61.30483950581521,67.31438285163219,72.23007896903034,77.06115240388293,89.99980539455788,61.30483950581521,67.31438285163219,72.23007896903034,77.06115240388293,89.99980539455788,0,0,0.0,0.0,,1.0,1.0
2026-07-16,2026-07-16 15:04:45,SOL-USD,SOL,76.30000305175781,18,2026-08-03,60.58779553472624,65.93551441182538,72.82427415448873,78.24463148942854,91.53561881910372,60.58779553472624,65.93551441182538,72.82427415448873,78.24463148942854,91.53561881910372,0,0,0.0,0.0,,1.0,1.0
2026-07-16,2026-07-16 15:04:45,SOL-USD,SOL,76.30000305175781,19,2026-08-04,60.10114263527992,66.98092787017076,72.508730785631,79.18327373104634,91.70270737623888,60.10114263527992,66.98092787017076,72.508730785631,79.18327373104634,91.70270737623888,0,0,0.0,0.0,,1.0,1.0
2026-07-16,2026-07-16 15:04:45,SOL-USD,SOL,76.30000305175781,20,2026-08-05,59.9431829963911,67.43958109067573,73.80686664540399,79.15752685890149,91.2613033974489,59.9431829963911,67.43958109067573,73.80686664540399,79.15752685890149,91.2613033974489,0,0,0.0,0.0,,1.0,1.0
2026-07-16,2026-07-16 15:04:45,SOL-USD,SOL,76.30000305175781,21,2026-08-06,59.678577581200976,66.29084521718683,73.06191710365383,79.5285449787981,90.42570170581479,59.678577581200976,66.29084521718683,73.06191710365383,79.5285449787981,90.42570170581479,0,0,0.0,0.0,,1.0,1.0
2026-07-16,2026-07-16 15:04:45,SOL-USD,SOL,76.30000305175781,22,2026-08-07,60.676328719565795,66.44794669728465,72.36288621582601,82.69081642430503,91.91323108538019,60.676328719565795,66.44794669728465,72.36288621582601,82.69081642430503,91.91323108538019,0,0,0.0,0.0,,1.0,1.0
2026-07-16,2026-07-16 15:04:45,SOL-USD,SOL,76.30000305175781,23,2026-08-08,63.9783123872613,66.39313567122058,73.17279655240786,84.60915429505377,92.81894703552737,63.9783123872613,66.39313567122058,73.17279655240786,84.60915429505377,92.81894703552737,0,0,0.0,0.0,,1.0,1.0
