generated_utc,asset,source,current_date,current_price,structural_similarity,main_live_adherence_score,main_live_avg_abs_gap_pct,main_operational_weight,tracker_days_from_bottom,tracker_live_days,tracker_avg_abs_gap_from_bottom_pct,tracker_live_avg_abs_gap_pct,tracker_signed_gap_7d_pct,tracker_avg_abs_gap_7d_pct,tracker_last_gap_pct,tracker_gap_state,tracker_gap_trend,tracker_alignment_state
2026-07-10T12:37:54.558072+00:00,SOL,structured_csv,2026-07-10,79.19999694824219,65.03850954205062,56.80108056135769,21.599459719321153,0,35,8,9.584828084895788,21.601342788650722,21.16709237872407,21.16709237872407,19.37684378209752,DISALLINEATO SOPRA IL FRATTALE,"SOL resta sopra il percorso ancorato, ma sta riducendo il distacco",STACCATO / MOLTO IN ANTICIPO
