generated_at_utc,source,asset,ticker,candle_date_utc,price,open,high,low,close,volume
2026-07-10T13:23:59Z,Yahoo Finance daily shared snapshot,BTC,BTC-USD,2026-07-10,64201.12890625,63184.80078125,64493.62890625,62913.3046875,64201.12890625,25458262016.0
2026-07-10T13:23:59Z,Yahoo Finance daily shared snapshot,SOL,SOL-USD,2026-07-10,78.91000366210938,78.03601837158203,79.52308654785156,77.8572006225586,78.91000366210938,1667860480.0
2026-07-10T13:23:59Z,Yahoo Finance daily shared snapshot,DOGE,DOGE-USD,2026-07-10,0.07401999831199646,0.07285591959953308,0.07452653348445892,0.07271995395421982,0.07401999831199646,481635392.0
