forecast_date,target_horizon_days,target_date,spot_at_forecast,p10,p25,p50,p75,p90,p_ge_200,p_ge_300,p_ge_500,p_ge_800,cohort_sha256
2026-09-08,730,2028-09-07,102.86000061035156,43.22103959009109,62.974376495776404,135.29929311767899,336.7977209254052,708.3123258916543,39.285714285714285,32.142857142857146,14.285714285714285,10.714285714285714,8f1f0cbd9b10e9bfbfd59c1fecd2995c3ff7b3d838caad7ff8469c71a3fb0fad
2026-09-09,90,2026-12-08,104.08000183105469,78.47039814523075,96.67473387987734,126.0629315337346,186.2956974323204,423.5464526717384,24.137931034482758,13.793103448275861,6.896551724137931,0.0,ed6a7445ef672655a97c213d957c820da7899e144cf08ba8987ce49e7f7d1b87
2026-09-09,180,2027-03-08,104.08000183105469,74.93857495511656,93.57705360910195,134.46138957864642,219.69106726505908,290.53814369083364,31.03448275862069,10.344827586206897,0.0,0.0,ed6a7445ef672655a97c213d957c820da7899e144cf08ba8987ce49e7f7d1b87
2026-09-09,365,2027-09-09,104.08000183105469,56.63650799575935,83.26135636195471,159.85071571796652,299.0694168772682,629.1495730688878,41.37931034482759,24.137931034482758,17.24137931034483,10.344827586206897,ed6a7445ef672655a97c213d957c820da7899e144cf08ba8987ce49e7f7d1b87
2026-09-09,730,2028-09-08,104.08000183105469,46.31418920627104,73.36126132922625,127.8506358011697,325.29393371197636,741.1709927084786,40.74074074074074,29.629629629629626,14.814814814814813,11.11111111111111,ed6a7445ef672655a97c213d957c820da7899e144cf08ba8987ce49e7f7d1b87
2026-09-10,90,2026-12-09,102.05000305175781,58.334721199683365,90.06231125337618,120.23353143569688,223.2527896451746,453.6225017188993,26.666666666666668,16.666666666666664,10.0,0.0,597d027a07be35de91b719f1d45cae59b6073c38c7aea8d149b77c32b01239bc
2026-09-10,180,2027-03-09,102.05000305175781,56.97998145741668,91.61324052020798,140.00413621442155,213.72848368327138,269.8771654625944,30.0,10.0,0.0,0.0,597d027a07be35de91b719f1d45cae59b6073c38c7aea8d149b77c32b01239bc
2026-09-10,365,2027-09-10,102.05000305175781,44.03218386461713,82.52732384228182,175.39793874730228,284.0249999291334,598.0245717445417,36.666666666666664,20.0,16.666666666666664,6.666666666666667,597d027a07be35de91b719f1d45cae59b6073c38c7aea8d149b77c32b01239bc
2026-09-10,730,2028-09-09,102.05000305175781,50.001091362270294,70.4059586409963,134.54415793121612,315.77733360345445,531.3422829945459,44.44444444444444,29.629629629629626,11.11111111111111,7.4074074074074066,597d027a07be35de91b719f1d45cae59b6073c38c7aea8d149b77c32b01239bc
2026-09-11,90,2026-12-10,99.81999969482422,53.190735653986124,95.73315555588674,117.60618042443234,198.9811748189786,459.3221890194397,25.0,14.285714285714285,10.714285714285714,0.0,b334e6441d177487a8032a6661e8a54b857066b5160ee3801c0291a603009a1b
2026-09-11,180,2027-03-10,99.81999969482422,55.258927056717894,84.62996951146229,128.07734732297766,211.6248932249065,274.1905640223041,32.142857142857146,10.714285714285714,0.0,0.0,b334e6441d177487a8032a6661e8a54b857066b5160ee3801c0291a603009a1b
2026-09-11,365,2027-09-11,99.81999969482422,45.45901332530773,78.90825704911384,181.1828211896194,267.37457831518003,622.4217891201165,39.285714285714285,21.428571428571427,17.857142857142858,7.142857142857142,b334e6441d177487a8032a6661e8a54b857066b5160ee3801c0291a603009a1b
2026-09-11,730,2028-09-10,99.81999969482422,46.95889335907131,68.4402393046349,142.30325789309998,290.4240074988607,485.62697878366384,42.30769230769231,26.923076923076923,11.538461538461538,3.8461538461538463,b334e6441d177487a8032a6661e8a54b857066b5160ee3801c0291a603009a1b
2026-09-12,90,2026-12-11,101.61000061035156,88.21414673866265,107.98670705289295,126.26977051286681,200.9410930888093,388.18021512797355,25.0,17.857142857142858,7.142857142857142,0.0,8098a3e24fc595baf88955ecbc8c9686991401b50caf379c0448c5eac5f82cc5
2026-09-12,180,2027-03-11,101.61000061035156,68.66738033400345,99.67388266375828,139.4004893756255,215.41981161580085,279.1074279987556,35.714285714285715,10.714285714285714,0.0,0.0,8098a3e24fc595baf88955ecbc8c9686991401b50caf379c0448c5eac5f82cc5
2026-09-12,365,2027-09-12,101.61000061035156,62.562885446063135,84.21708817544967,184.43184359794208,312.8855878471628,617.9197687264812,39.285714285714285,25.0,17.857142857142858,7.142857142857142,8098a3e24fc595baf88955ecbc8c9686991401b50caf379c0448c5eac5f82cc5
2026-09-12,730,2028-09-11,101.61000061035156,45.21507216300795,70.10239379273388,198.9821752620615,318.15491040333086,622.2586814068275,48.148148148148145,29.629629629629626,14.814814814814813,11.11111111111111,8098a3e24fc595baf88955ecbc8c9686991401b50caf379c0448c5eac5f82cc5
2026-09-13,90,2026-12-12,101.77999877929688,96.54433818978781,116.13426297057777,138.97526319301247,227.03502283882003,396.49352689553115,34.48275862068966,20.689655172413794,10.344827586206897,0.0,9d2fa7e5dcf12ba1a42b83828089d15872a434017b71c55fa5efa49531de48bf
2026-09-13,180,2027-03-12,101.77999877929688,88.93962275395006,108.02138748521507,178.95383976462676,218.63710594297933,324.40432983786667,34.48275862068966,13.793103448275861,3.4482758620689653,0.0,9d2fa7e5dcf12ba1a42b83828089d15872a434017b71c55fa5efa49531de48bf
2026-09-13,365,2027-09-13,101.77999877929688,84.49198891157207,123.03600969571653,172.80857877266175,283.78614147627604,796.4411453924376,34.48275862068966,24.137931034482758,17.24137931034483,10.344827586206897,9d2fa7e5dcf12ba1a42b83828089d15872a434017b71c55fa5efa49531de48bf
2026-09-13,730,2028-09-12,101.77999877929688,39.98294985099472,67.3641940683838,109.93219460435836,323.18257378675,587.9673368242914,41.37931034482759,31.03448275862069,17.24137931034483,10.344827586206897,9d2fa7e5dcf12ba1a42b83828089d15872a434017b71c55fa5efa49531de48bf
2026-09-14,90,2026-12-13,101.11000061035156,89.05277516395691,109.40068456803444,141.93029265919637,224.7239207105993,359.6941995337409,32.142857142857146,17.857142857142858,10.714285714285714,0.0,abf637f3943f06e6ba5bb79ca5109979375877f6d15390e4edf2e80bd9f95ee6
2026-09-14,180,2027-03-13,101.11000061035156,90.51661797270955,106.14367707507681,164.05635343316138,236.27487699527873,341.906365793038,35.714285714285715,17.857142857142858,3.571428571428571,0.0,abf637f3943f06e6ba5bb79ca5109979375877f6d15390e4edf2e80bd9f95ee6
2026-09-14,365,2027-09-14,101.11000061035156,87.28717883272259,109.26046219858596,175.9476433639181,263.7030329020418,577.1697102855294,35.714285714285715,21.428571428571427,14.285714285714285,7.142857142857142,abf637f3943f06e6ba5bb79ca5109979375877f6d15390e4edf2e80bd9f95ee6
2026-09-14,730,2028-09-13,101.11000061035156,39.26789263737321,62.84387360994064,98.11147322176444,279.71616922238394,523.9058136118434,32.142857142857146,21.428571428571427,14.285714285714285,7.142857142857142,abf637f3943f06e6ba5bb79ca5109979375877f6d15390e4edf2e80bd9f95ee6
2026-09-15,90,2026-12-14,101.41000366210938,80.32094154966575,109.35992084507039,154.04398195128576,208.47712667989924,381.916991897319,25.925925925925924,14.814814814814813,11.11111111111111,3.7037037037037033,bfb1bc0f5532f9e23c207be96f29d40c4821359cb1b4bf606defa32884fa87e5
2026-09-15,180,2027-03-14,101.41000366210938,84.4915960112074,108.53304208661132,147.3828992556292,222.68599599318316,328.4035777883549,29.629629629629626,14.814814814814813,3.7037037037037033,0.0,bfb1bc0f5532f9e23c207be96f29d40c4821359cb1b4bf606defa32884fa87e5
2026-09-15,365,2027-09-15,101.41000366210938,80.15985219857636,101.51362994527355,158.14217593093238,248.67911031170934,597.5490564346695,33.33333333333333,22.22222222222222,14.814814814814813,7.4074074074074066,bfb1bc0f5532f9e23c207be96f29d40c4821359cb1b4bf606defa32884fa87e5
2026-09-15,730,2028-09-14,101.41000366210938,36.376045357265454,51.630007620787765,85.66102226712296,264.6638303157027,487.38224089501097,29.629629629629626,18.51851851851852,11.11111111111111,7.4074074074074066,bfb1bc0f5532f9e23c207be96f29d40c4821359cb1b4bf606defa32884fa87e5
2026-09-16,90,2026-12-15,97.26000213623047,75.88661992215076,105.58658388669123,140.35283242879476,182.21957692994633,258.4419781499548,20.689655172413794,10.344827586206897,6.896551724137931,0.0,44d5df3ccfed1fa05bb5c2ce32cada7c5e20c1b994671ac5e1607ecc3b2b2ae9
2026-09-16,180,2027-03-15,97.26000213623047,60.87696850957562,95.92978442635193,151.6906282866374,218.3217793678908,326.6777659690689,27.586206896551722,13.793103448275861,3.4482758620689653,0.0,44d5df3ccfed1fa05bb5c2ce32cada7c5e20c1b994671ac5e1607ecc3b2b2ae9
2026-09-16,365,2027-09-16,97.26000213623047,47.60332706550712,99.6465219233921,141.78106274822085,275.2776691008346,537.8489745054529,34.48275862068966,24.137931034482758,13.793103448275861,6.896551724137931,44d5df3ccfed1fa05bb5c2ce32cada7c5e20c1b994671ac5e1607ecc3b2b2ae9
2026-09-16,730,2028-09-15,97.26000213623047,36.35918020553572,44.002421693891066,92.82707106908441,282.08313274655285,441.79883065509847,32.142857142857146,17.857142857142858,7.142857142857142,7.142857142857142,44d5df3ccfed1fa05bb5c2ce32cada7c5e20c1b994671ac5e1607ecc3b2b2ae9
2026-09-17,90,2026-12-16,99.5,86.44153514713645,109.28329843227479,143.58530248749517,180.70894423252955,226.68594203511972,18.51851851851852,3.7037037037037033,3.7037037037037033,0.0,6aff6ea85b05f3a7c765c24285a90ee6786257242201505102da6c8f8caabf14
2026-09-17,180,2027-03-16,99.5,72.25238362623561,87.61558485643495,134.6567876032624,200.2541825292792,314.32272435663066,25.925925925925924,14.814814814814813,3.7037037037037033,0.0,6aff6ea85b05f3a7c765c24285a90ee6786257242201505102da6c8f8caabf14
2026-09-17,365,2027-09-17,99.5,50.22335863498027,92.1157847734767,146.76289183307597,308.66870312835056,501.86397800799114,40.74074074074074,25.925925925925924,11.11111111111111,3.7037037037037033,6aff6ea85b05f3a7c765c24285a90ee6786257242201505102da6c8f8caabf14
2026-09-17,730,2028-09-16,99.5,33.147295044949864,38.96420223919784,85.62711499575587,271.9941530119246,443.443783104765,29.629629629629626,18.51851851851852,7.4074074074074066,7.4074074074074066,6aff6ea85b05f3a7c765c24285a90ee6786257242201505102da6c8f8caabf14
2026-09-22,90,2026-12-21,116.88999938964844,78.19270110844123,107.29949567440889,135.99648567361507,191.04190049157256,244.59063563767504,22.58064516129032,3.225806451612903,3.225806451612903,0.0,1fe030859bb4f90b2f9194c0db3265086514ac2327c4009e93f8996d33ea5e88
2026-09-22,180,2027-03-21,116.88999938964844,52.05456053138412,83.62382215186211,134.71867539853602,160.68127537870478,269.33766199512434,22.58064516129032,9.67741935483871,9.67741935483871,0.0,1fe030859bb4f90b2f9194c0db3265086514ac2327c4009e93f8996d33ea5e88
2026-09-22,365,2027-09-22,116.88999938964844,50.07640375655432,101.17405062072308,155.33841555924414,258.75423041317026,557.8335004578513,35.483870967741936,19.35483870967742,12.903225806451612,6.451612903225806,1fe030859bb4f90b2f9194c0db3265086514ac2327c4009e93f8996d33ea5e88
2026-09-22,730,2028-09-21,116.88999938964844,27.735509643203795,39.694097696265025,75.72181727406372,228.21590560244255,484.1912683668216,26.666666666666668,23.333333333333332,6.666666666666667,6.666666666666667,1fe030859bb4f90b2f9194c0db3265086514ac2327c4009e93f8996d33ea5e88
2026-09-23,90,2026-12-22,118.56999969482422,83.10159915569999,94.79277991817999,142.09995251379496,191.4039787369159,246.36353275619777,21.428571428571427,3.571428571428571,3.571428571428571,0.0,6830f27764b113751bcd840c73e6c3886974f408105eb8383b6b0898be755e28
2026-09-23,180,2027-03-22,118.56999969482422,52.3035841676472,78.6122587437234,114.69494726666169,148.8749181168394,215.75482019727065,14.285714285714285,7.142857142857142,7.142857142857142,0.0,6830f27764b113751bcd840c73e6c3886974f408105eb8383b6b0898be755e28
2026-09-23,365,2027-09-23,118.56999969482422,46.98249670447394,84.55148075657085,151.20106810374645,252.737761188231,332.2147438998068,42.857142857142854,21.428571428571427,7.142857142857142,3.571428571428571,6830f27764b113751bcd840c73e6c3886974f408105eb8383b6b0898be755e28
2026-09-23,730,2028-09-22,118.56999969482422,24.158804702834395,35.32408075926065,53.693253070348334,150.61286979260515,326.9577127694047,18.51851851851852,14.814814814814813,0.0,0.0,6830f27764b113751bcd840c73e6c3886974f408105eb8383b6b0898be755e28
2026-09-24,90,2026-12-23,114.81999969482422,76.77728902536103,94.95394736326024,131.82342807827217,182.68565011968852,238.66440083060695,16.666666666666664,6.666666666666667,3.3333333333333335,0.0,ce7f9f9abff0fb8ff541c15a2a975797366a0c42af8dbd80383041c1cd7d3462
2026-09-24,180,2027-03-23,114.81999969482422,50.971103650943526,80.34501276759926,114.44071917737574,153.74365485011347,230.5374441936728,16.666666666666664,10.0,6.666666666666667,0.0,ce7f9f9abff0fb8ff541c15a2a975797366a0c42af8dbd80383041c1cd7d3462
2026-09-24,365,2027-09-24,114.81999969482422,48.94542265015275,95.42034426727533,139.01178250566505,236.17535297865126,378.1190092738631,36.666666666666664,16.666666666666664,10.0,6.666666666666667,ce7f9f9abff0fb8ff541c15a2a975797366a0c42af8dbd80383041c1cd7d3462
2026-09-24,730,2028-09-23,114.81999969482422,27.09385221319381,35.79557180804244,74.53242748389493,187.71754977415762,416.1080609513388,24.137931034482758,20.689655172413794,6.896551724137931,6.896551724137931,ce7f9f9abff0fb8ff541c15a2a975797366a0c42af8dbd80383041c1cd7d3462
