date_local,generated_at,cohort_sha256,spot_sol,canonical_cohort_count,distinct_assets,raw_episode_count,h90_p10,h90_p25,h90_p50,h90_p75,h90_p90,h90_p_ge_150,h90_p_ge_200,h90_p_ge_250,h90_p_ge_300,h90_p_ge_400,h90_p_ge_500,h90_p_ge_600,h90_p_ge_800,h90_p_ge_1000,h90_distinct_assets,h90_raw_episode_count,h180_p10,h180_p25,h180_p50,h180_p75,h180_p90,h180_p_ge_150,h180_p_ge_200,h180_p_ge_250,h180_p_ge_300,h180_p_ge_400,h180_p_ge_500,h180_p_ge_600,h180_p_ge_800,h180_p_ge_1000,h180_distinct_assets,h180_raw_episode_count,h365_p10,h365_p25,h365_p50,h365_p75,h365_p90,h365_p_ge_150,h365_p_ge_200,h365_p_ge_250,h365_p_ge_300,h365_p_ge_400,h365_p_ge_500,h365_p_ge_600,h365_p_ge_800,h365_p_ge_1000,h365_distinct_assets,h365_raw_episode_count,h730_p10,h730_p25,h730_p50,h730_p75,h730_p90,h730_p_ge_150,h730_p_ge_200,h730_p_ge_250,h730_p_ge_300,h730_p_ge_400,h730_p_ge_500,h730_p_ge_600,h730_p_ge_800,h730_p_ge_1000,h730_distinct_assets,h730_raw_episode_count,h365_stability,source_kind
2026-09-13,2026-09-13T06:04:03.511809Z,9d2fa7e5dcf12ba1a42b83828089d15872a434017b71c55fa5efa49531de48bf,101.77999877929688,40,29.0,40.0,96.54433818978781,116.13426297057777,138.97526319301247,227.03502283882003,396.49352689553115,48.275862068965516,34.48275862068966,24.137931034482758,20.689655172413794,10.344827586206897,10.344827586206897,3.4482758620689653,0.0,0.0,29.0,40.0,88.93962275395006,108.02138748521507,178.95383976462676,218.63710594297933,324.40432983786667,58.620689655172406,34.48275862068966,20.689655172413794,13.793103448275861,6.896551724137931,3.4482758620689653,3.4482758620689653,0.0,0.0,29.0,39.0,84.49198891157207,123.03600969571653,172.80857877266175,283.78614147627604,796.4411453924376,55.172413793103445,34.48275862068966,31.03448275862069,24.137931034482758,20.689655172413794,17.24137931034483,13.793103448275861,10.344827586206897,10.344827586206897,29.0,39.0,39.98294985099472,67.3641940683838,109.93219460435836,323.18257378675,587.9673368242914,44.827586206896555,41.37931034482759,34.48275862068966,31.03448275862069,24.137931034482758,17.24137931034483,10.344827586206897,10.344827586206897,3.4482758620689653,29.0,36.0,CAUTION,full_snapshot
2026-09-14,2026-09-14T06:00:35.290152Z,abf637f3943f06e6ba5bb79ca5109979375877f6d15390e4edf2e80bd9f95ee6,101.11000061035156,40,28.0,40.0,89.05277516395691,109.40068456803444,141.93029265919637,224.7239207105993,359.6941995337409,46.42857142857143,32.142857142857146,17.857142857142858,17.857142857142858,10.714285714285714,10.714285714285714,3.571428571428571,0.0,0.0,28.0,40.0,90.51661797270955,106.14367707507681,164.05635343316138,236.27487699527873,341.906365793038,60.71428571428571,35.714285714285715,21.428571428571427,17.857142857142858,7.142857142857142,3.571428571428571,3.571428571428571,0.0,0.0,28.0,39.0,87.28717883272259,109.26046219858596,175.9476433639181,263.7030329020418,577.1697102855294,57.14285714285714,35.714285714285715,35.714285714285715,21.428571428571427,14.285714285714285,14.285714285714285,10.714285714285714,7.142857142857142,7.142857142857142,28.0,39.0,39.26789263737321,62.84387360994064,98.11147322176444,279.71616922238394,523.9058136118434,35.714285714285715,32.142857142857146,32.142857142857146,21.428571428571427,21.428571428571427,14.285714285714285,7.142857142857142,7.142857142857142,0.0,28.0,36.0,CAUTION,full_snapshot
2026-09-15,2026-09-15T06:01:25.384602Z,bfb1bc0f5532f9e23c207be96f29d40c4821359cb1b4bf606defa32884fa87e5,101.41000366210938,40,27.0,40.0,80.32094154966575,109.35992084507039,154.04398195128576,208.47712667989924,381.916991897319,51.85185185185185,25.925925925925924,14.814814814814813,14.814814814814813,11.11111111111111,11.11111111111111,3.7037037037037033,3.7037037037037033,0.0,27.0,40.0,84.4915960112074,108.53304208661132,147.3828992556292,222.68599599318316,328.4035777883549,48.148148148148145,29.629629629629626,18.51851851851852,14.814814814814813,7.4074074074074066,3.7037037037037033,3.7037037037037033,0.0,0.0,27.0,40.0,80.15985219857636,101.51362994527355,158.14217593093238,248.67911031170934,597.5490564346695,51.85185185185185,33.33333333333333,25.925925925925924,22.22222222222222,18.51851851851852,14.814814814814813,11.11111111111111,7.4074074074074066,7.4074074074074066,27.0,40.0,36.376045357265454,51.630007620787765,85.66102226712296,264.6638303157027,487.38224089501097,37.03703703703704,29.629629629629626,29.629629629629626,18.51851851851852,18.51851851851852,11.11111111111111,7.4074074074074066,7.4074074074074066,0.0,27.0,36.0,CAUTION,full_snapshot
2026-09-16,2026-09-16T06:01:23.612361Z,44d5df3ccfed1fa05bb5c2ce32cada7c5e20c1b994671ac5e1607ecc3b2b2ae9,97.26000213623047,40,29.0,40.0,75.88661992215076,105.58658388669123,140.35283242879476,182.21957692994633,258.4419781499548,44.827586206896555,20.689655172413794,10.344827586206897,10.344827586206897,6.896551724137931,6.896551724137931,3.4482758620689653,0.0,0.0,29.0,40.0,60.87696850957562,95.92978442635193,151.6906282866374,218.3217793678908,326.6777659690689,51.724137931034484,27.586206896551722,17.24137931034483,13.793103448275861,6.896551724137931,3.4482758620689653,3.4482758620689653,0.0,0.0,29.0,39.0,47.60332706550712,99.6465219233921,141.78106274822085,275.2776691008346,537.8489745054529,48.275862068965516,34.48275862068966,27.586206896551722,24.137931034482758,13.793103448275861,13.793103448275861,10.344827586206897,6.896551724137931,6.896551724137931,29.0,39.0,36.35918020553572,44.002421693891066,92.82707106908441,282.08313274655285,441.79883065509847,35.714285714285715,32.142857142857146,28.57142857142857,17.857142857142858,17.857142857142858,7.142857142857142,7.142857142857142,7.142857142857142,3.571428571428571,28.0,35.0,CAUTION,full_snapshot
2026-09-17,2026-09-17T06:02:02.475873Z,6aff6ea85b05f3a7c765c24285a90ee6786257242201505102da6c8f8caabf14,99.5,40,27.0,40.0,86.44153514713645,109.28329843227479,143.58530248749517,180.70894423252955,226.68594203511972,48.148148148148145,18.51851851851852,7.4074074074074066,3.7037037037037033,3.7037037037037033,3.7037037037037033,0.0,0.0,0.0,27.0,40.0,72.25238362623561,87.61558485643495,134.6567876032624,200.2541825292792,314.32272435663066,44.44444444444444,25.925925925925924,18.51851851851852,14.814814814814813,7.4074074074074066,3.7037037037037033,3.7037037037037033,0.0,0.0,27.0,39.0,50.22335863498027,92.1157847734767,146.76289183307597,308.66870312835056,501.86397800799114,48.148148148148145,40.74074074074074,29.629629629629626,25.925925925925924,18.51851851851852,11.11111111111111,7.4074074074074066,3.7037037037037033,3.7037037037037033,27.0,39.0,33.147295044949864,38.96420223919784,85.62711499575587,271.9941530119246,443.443783104765,37.03703703703704,29.629629629629626,29.629629629629626,18.51851851851852,14.814814814814813,7.4074074074074066,7.4074074074074066,7.4074074074074066,7.4074074074074066,27.0,35.0,CAUTION,full_snapshot
2026-09-22,2026-09-22T06:01:45.185085Z,1fe030859bb4f90b2f9194c0db3265086514ac2327c4009e93f8996d33ea5e88,116.88999938964844,40,31.0,40.0,78.19270110844123,107.29949567440889,135.99648567361507,191.04190049157256,244.59063563767504,38.70967741935484,22.58064516129032,6.451612903225806,3.225806451612903,3.225806451612903,3.225806451612903,3.225806451612903,0.0,0.0,31.0,40.0,52.05456053138412,83.62382215186211,134.71867539853602,160.68127537870478,269.33766199512434,29.03225806451613,22.58064516129032,12.903225806451612,9.67741935483871,9.67741935483871,9.67741935483871,3.225806451612903,0.0,0.0,31.0,40.0,50.07640375655432,101.17405062072308,155.33841555924414,258.75423041317026,557.8335004578513,51.61290322580645,35.483870967741936,29.03225806451613,19.35483870967742,12.903225806451612,12.903225806451612,9.67741935483871,6.451612903225806,3.225806451612903,31.0,40.0,27.735509643203795,39.694097696265025,75.72181727406372,228.21590560244255,484.1912683668216,33.33333333333333,26.666666666666668,23.333333333333332,23.333333333333332,16.666666666666664,6.666666666666667,6.666666666666667,6.666666666666667,6.666666666666667,30.0,38.0,CAUTION,full_snapshot
2026-09-23,2026-09-23T06:04:35.239177Z,6830f27764b113751bcd840c73e6c3886974f408105eb8383b6b0898be755e28,118.56999969482422,40,28.0,40.0,83.10159915569999,94.79277991817999,142.09995251379496,191.4039787369159,246.36353275619777,42.857142857142854,21.428571428571427,7.142857142857142,3.571428571428571,3.571428571428571,3.571428571428571,3.571428571428571,0.0,0.0,28.0,40.0,52.3035841676472,78.6122587437234,114.69494726666169,148.8749181168394,215.75482019727065,25.0,14.285714285714285,7.142857142857142,7.142857142857142,7.142857142857142,7.142857142857142,3.571428571428571,0.0,0.0,28.0,40.0,46.98249670447394,84.55148075657085,151.20106810374645,252.737761188231,332.2147438998068,50.0,42.857142857142854,25.0,21.428571428571427,7.142857142857142,7.142857142857142,7.142857142857142,3.571428571428571,3.571428571428571,28.0,40.0,24.158804702834395,35.32408075926065,53.693253070348334,150.61286979260515,326.9577127694047,25.925925925925924,18.51851851851852,14.814814814814813,14.814814814814813,7.4074074074074066,0.0,0.0,0.0,0.0,27.0,37.0,UNSTABLE,full_snapshot
2026-09-24,2026-09-24T06:03:33.165057Z,ce7f9f9abff0fb8ff541c15a2a975797366a0c42af8dbd80383041c1cd7d3462,114.81999969482422,40,30.0,40.0,76.77728902536103,94.95394736326024,131.82342807827217,182.68565011968852,238.66440083060695,40.0,16.666666666666664,6.666666666666667,6.666666666666667,3.3333333333333335,3.3333333333333335,3.3333333333333335,0.0,0.0,30.0,40.0,50.971103650943526,80.34501276759926,114.44071917737574,153.74365485011347,230.5374441936728,26.666666666666668,16.666666666666664,10.0,10.0,10.0,6.666666666666667,6.666666666666667,0.0,0.0,30.0,40.0,48.94542265015275,95.42034426727533,139.01178250566505,236.17535297865126,378.1190092738631,46.666666666666664,36.666666666666664,23.333333333333332,16.666666666666664,10.0,10.0,10.0,6.666666666666667,6.666666666666667,30.0,40.0,27.09385221319381,35.79557180804244,74.53242748389493,187.71754977415762,416.1080609513388,27.586206896551722,24.137931034482758,20.689655172413794,20.689655172413794,13.793103448275861,6.896551724137931,6.896551724137931,6.896551724137931,6.896551724137931,29.0,38.0,CAUTION,full_snapshot
2026-09-25,2026-09-25T06:02:18.758665Z,8fd5d5e96d646857ead4929c2482e0098ece48401eed9f12e14bc49b6624f138,116.38999938964844,40,31.0,40.0,83.2198556565987,105.0975264479636,155.46273999891272,201.84086277276438,324.46355955801613,51.61290322580645,25.806451612903224,12.903225806451612,12.903225806451612,6.451612903225806,3.225806451612903,3.225806451612903,0.0,0.0,31.0,40.0,58.275356636360556,84.28506280690043,115.78357435426642,158.68521391234464,362.37469841913725,29.03225806451613,19.35483870967742,12.903225806451612,12.903225806451612,9.67741935483871,6.451612903225806,6.451612903225806,0.0,0.0,31.0,40.0,62.60942229697459,119.4313118427924,205.66439397699352,251.27083905997125,389.14052742249316,61.29032258064516,51.61290322580645,25.806451612903224,12.903225806451612,9.67741935483871,9.67741935483871,9.67741935483871,6.451612903225806,6.451612903225806,31.0,40.0,27.7702658910277,38.65602155679442,85.35942723202884,246.422887957156,457.0869440702534,35.483870967741936,32.25806451612903,25.806451612903224,22.58064516129032,16.129032258064516,9.67741935483871,9.67741935483871,9.67741935483871,9.67741935483871,31.0,39.0,CAUTION,full_snapshot
2026-09-26,2026-09-26T00:02:16.663804Z,c4fed05af6135bafbed611767719c8d75913011ee000340e256ca108a10f1432,122.11000061035156,40,32.0,40.0,80.90620693916138,91.80307080330918,146.01950553933113,195.24731176825048,238.11626877028814,50.0,25.0,9.375,9.375,3.125,0.0,0.0,0.0,0.0,32.0,40.0,52.93818628319809,86.08950861087665,118.49793175000286,152.58176896206015,209.32702373388398,28.125,12.5,9.375,9.375,6.25,3.125,0.0,0.0,0.0,32.0,40.0,51.45189106373855,96.42954468711078,156.80518827692975,255.47489357692055,324.4759143043379,53.125,37.5,28.125,15.625,9.375,6.25,6.25,3.125,3.125,32.0,40.0,21.933630048694088,38.02080830604041,58.06020992928294,203.4531230268849,465.7616545766518,31.25,25.0,18.75,15.625,12.5,9.375,9.375,9.375,9.375,32.0,40.0,UNSTABLE,full_snapshot
