timestamp_utc,Open,High,Low,Close,Volume
2017-12-13T00:00:00.000000Z,11.474800109863281,11.50730037689209,11.018799781799316,11.503199577331543,296217
2017-12-14T00:00:00.000000Z,11.483200073242188,11.804200172424316,10.954299926757812,11.481599807739258,391397
2017-12-15T00:00:00.000000Z,11.480899810791016,13.001399993896484,11.152600288391113,12.900500297546387,653202
2017-12-16T00:00:00.000000Z,12.900500297546387,21.954999923706055,12.870499610900879,20.495500564575195,2137330
2017-12-17T00:00:00.000000Z,20.502399444580078,20.502399444580078,17.840700149536133,19.435400009155273,624487
2017-12-18T00:00:00.000000Z,19.440999984741211,19.440999984741211,16.880800247192383,18.679100036621094,908890
2017-12-19T00:00:00.000000Z,18.68440055847168,19.368900299072266,16.709199905395508,18.685400009155273,889906
2017-12-20T00:00:00.000000Z,18.682600021362305,19.771900177001953,16.087200164794922,19.771900177001953,696240
2017-12-21T00:00:00.000000Z,19.773399353027344,28.387300491333008,19.663999557495117,26.028099060058594,1938240
2017-12-22T00:00:00.000000Z,26.030599594116211,28.220199584960938,20.072000503540039,23.07819938659668,757447
2017-12-23T00:00:00.000000Z,22.873500823974609,27.532600402832031,22.873500823974609,26.878599166870117,687780
2017-12-24T00:00:00.000000Z,25.762100219726562,26.859899520874023,22.310100555419922,24.444499969482422,303786
2017-12-25T00:00:00.000000Z,24.480300903320312,25.774099349975586,23.440099716186523,24.236299514770508,295669
2017-12-26T00:00:00.000000Z,24.223300933837891,25.386199951171875,22.400600433349609,23.395500183105469,334395
2017-12-27T00:00:00.000000Z,23.776300430297852,24.326200485229492,22.812700271606445,23.733100891113281,311489
2017-12-28T00:00:00.000000Z,23.720100402832031,23.76930046081543,18.835100173950195,21.613000869750977,445029
2017-12-29T00:00:00.000000Z,21.626399993896484,22.207399368286133,19.619899749755859,20.021299362182617,349125
2017-12-30T00:00:00.000000Z,19.791900634765625,20.376899719238281,17.406400680541992,18.714300155639648,207532
2017-12-31T00:00:00.000000Z,18.771900177001953,20.204900741577148,17.868799209594727,20.07819938659668,126421
2018-01-01T00:00:00.000000Z,19.787099838256836,20.537500381469727,18.412799835205078,19.480199813842773,195680
2018-01-02T00:00:00.000000Z,19.910400390625,23.924600601196289,18.717199325561523,20.110599517822266,496094
2018-01-03T00:00:00.000000Z,19.921100616455078,20.398599624633789,18.852399826049805,19.827499389648438,535312
2018-01-04T00:00:00.000000Z,19.823999404907227,21.654600143432617,19.561300277709961,20.417800903320312,494825
2018-01-05T00:00:00.000000Z,20.888500213623047,24.51460075378418,20.266899108886719,24.118099212646484,621769
2018-01-06T00:00:00.000000Z,24.062799453735352,24.734199523925781,21.986000061035156,24.469699859619141,702906
2018-01-07T00:00:00.000000Z,24.483800888061523,26.902500152587891,22.955499649047852,26.018400192260742,499795
2018-01-08T00:00:00.000000Z,26.014900207519531,29.850099563598633,22.114400863647461,26.082099914550781,1054710
2018-01-09T00:00:00.000000Z,26.071500778198242,28.439399719238281,25.261299133300781,27.320999145507812,578196
2018-01-10T00:00:00.000000Z,27.324699401855469,27.797500610351562,24.047599792480469,24.943199157714844,828661
2018-01-11T00:00:00.000000Z,24.942100524902344,26.420499801635742,22.678199768066406,25.716499328613281,585585
2018-01-12T00:00:00.000000Z,25.721000671386719,30.153200149536133,22.247100830078125,27.663299560546875,1066420
2018-01-13T00:00:00.000000Z,27.710100173950195,28.730199813842773,25.213800430297852,26.860300064086914,685598
2018-01-14T00:00:00.000000Z,26.878499984741211,28.279499053955078,23.845199584960938,26.501199722290039,1159270
2018-01-15T00:00:00.000000Z,26.494100570678711,29.00830078125,24.035999298095703,26.666500091552734,846259
2018-01-16T00:00:00.000000Z,26.418800354003906,28.695199966430664,22.088499069213867,24.036300659179688,906882
2018-01-17T00:00:00.000000Z,22.794200897216797,25.044099807739258,19.953399658203125,24.930400848388672,808256
2018-01-18T00:00:00.000000Z,24.119499206542969,25.823299407958984,22.575199127197266,23.349199295043945,425551
2018-01-19T00:00:00.000000Z,23.316400527954102,24.591499328613281,22.083900451660156,23.495800018310547,351450
2018-01-20T00:00:00.000000Z,23.477399826049805,25.939899444580078,23.477399826049805,25.165000915527344,570484
2018-01-21T00:00:00.000000Z,25.60099983215332,25.604900360107422,21.879400253295898,23.660800933837891,463173
